headline,date,time,description
Country by country,"November 7, 2012",12:30 pm CET,"Austria The country’s economy was on course to recover well during the first half of this year but the improvement did not last, with consumer demand and …"
Auditors find €5 billion in erroneous payments,"November 7, 2012",4:16 am CET,Annual report suggests 4% of EU spending last year affected by errors.
Spain blocks Mersch’s ECB appointment,"November 5, 2012",10:04 am CET,Decision on vacant executive board position will now be taken at this month’s summit.
MEPs threaten Council over ECB appointment,"November 2, 2012",9:15 am CET,Member states are being “dishonourable” by trying to formalise Yves Mersch’s executive board position over the holiday weekend; co-operation on banking union plans at risk.
Blow to Cameron over EU spending,"November 1, 2012",5:00 am CET,Labour MPs back anti-EU Conservatives in seeking cuts to EU’s multi-year budget.
Finance ministers warn of Greece’s ‘remaining issues’,"October 31, 2012",10:39 am CET,
Member states call for deeper spending cuts,"October 30, 2012",11:52 pm CET,
Mersch’s ECB candidacy survives MEPs’ ‘No’ vote,"October 30, 2012",11:40 pm CET,
Europe’s high-wire act,"October 30, 2012",9:45 pm CET,
Member states seek €50 billion cut in long-term budget,"October 30, 2012",3:50 am CET,
The only game in town,"October 27, 2012",8:00 am CET,
MEPs oppose Mersch appointment to ECB board,"October 25, 2012",5:48 am CET,Council of Ministers is expected to press ahead with the appointment despite the opposition.
Clock starts for EU budget showdown,"October 24, 2012",11:01 pm CET,MEPs and member states to discuss budget for 2013 and longer-term budget.
Bank supervision a (small) step closer closer,"October 24, 2012",10:53 pm CET,Only a ‘framework’ for new supervisory authority and little progress on banking union plans.Merkel stands her ground on bank recapitalisationCameron: ‘UK playing an important role in Europe’No pay-out for GreecePushing single-market plansThree EU officials to collect Nobel prizeLeaders condemn violence in Syria
MEPs to reject male candidate for ECB,"October 24, 2012",10:49 pm CET,Prospect of all-male ECB board causes concern.
Slovenia’s relief,"October 24, 2012",8:00 pm CET,An intriguing prospect for other countries struggling to raise money in the euro markets Slovenia found some relief for its public finances last week by issuing government …
Europe moves east,"October 24, 2012",12:10 am CET,How can one unite the EU’s member states when they have very different emotional calendars?
Commission asks for additional €9 billion,"October 23, 2012",9:27 am CET,"Amendment to 2012 budget to cover shortfalls in science and research, cohesion and other programmes"
Commission proposes transaction tax for ten countries,"October 23, 2012",8:14 am CET,"“Now is the right moment to move ahead,” says Šemeta"
Merkel to address MEPs,"October 23, 2012",7:48 am CET,"Germany’s chancellor to discuss long-term budget, other questions of the day at the European Parliament on 7 November."
MEPs reject male candidate for ECB,"October 22, 2012",2:57 pm CET,Committee votes against Mersch’s candidacy for ECB board. Stage set for negotiated climbdown.
Money-market resistance,"October 22, 2012",11:07 am CET,The power of concerted lobbying was again in evidence recently when the US rejected rules that would have made the money markets safer.
Leaders chart course for banking supervision,"October 19, 2012",7:49 am CET,"Details of timing, number of banks and how to involve non-eurozone countries remain uncertain."
Czechs ready to veto supervision,"October 19, 2012",7:40 am CET,Czech prime minister says he wants sensitive details of the system to be decided before the framework of a new European banking regime is agreed.
Summit ends with questions remaining over banking union,"October 19, 2012",6:57 am CET,Leaders continued European Council talks this morning with discussions about growth and foreign policy.
EU inches towards banking supervision,"October 18, 2012",9:48 pm CET,France and Germany reach compromise but important details still to be agreed.
No pay-out yet for Greece,"October 18, 2012",9:21 pm CET,A decision on the next instalment of a bail-out for Greece may be made in the days before the country becomes bankrupt.
A summit to save the European Union?,"October 17, 2012",10:55 pm CET,"The end of the single currency would not, as has been suggested, herald a fresh start for the EU."
MEPs expected to compromise on spending rules,"October 17, 2012",10:52 pm CET,Plans to restore funding lines previously cut.
Creative thinking needed for a single banking supervisor,"October 17, 2012",10:48 pm CET,"This week’s European Council will discuss the European Commission’s proposal to set up a single supervisor for banks. The move is seen as the first step on the road to a fully-fledged banking union but, there is still a long way to go."
Ministers ‘lost sight of reality’ on budget,"October 17, 2012",10:41 pm CET,Commission seeks to make up budget shortfall.
Europe needs targeted cohesion funding,"October 17, 2012",8:40 pm CET,The MFF debate.
Preventing conflicts of interest: is transparency enough?,"October 17, 2012",8:35 pm CET,The complaint against Dehaene and his stock options.
Don’t bank on Bowles,"October 17, 2012",8:15 pm CET,Sharon Bowles puts herself forward to become the next governor of the Bank of England. Sharon Bowles – a British Liberal MEP who chairs the European Parliament’s …
The European Peaceful Party?,"October 17, 2012",8:10 pm CET,A big moment for the EPP. Many of the European leaders arriving in Brussels today (18 October) for the European Council will be coming hotfoot from Bucharest …
Political failure stretches across two continents,"October 10, 2012",9:20 pm CET,
Declaration of interest with added interest,"October 10, 2012",8:05 pm CET,
Support grows for a transaction tax,"October 10, 2012",7:11 pm CET,
EU rescue fund,"October 10, 2012",7:09 pm CET,
Italy and Spain back financial transaction tax,"October 9, 2012",6:38 am CET,
Cameron floats splitting EU budget,"October 7, 2012",5:14 am CET,
ECB ready to start buying government bonds,"October 4, 2012",10:53 am CET,The European Central Bank has said it is ready to put the new bond-buying plan into action.
Main interest rate remains unchanged,"October 4, 2012",7:39 am CET,The European Central Bank has announced this month’s plan for interest rates.
Parliament committee adopts 2013 budget,"October 4, 2012",7:26 am CET,MEPs in bid to roll back cuts made by member states.
Demand for €10bn top-up threatens EU budget talks,"October 3, 2012",11:01 pm CET,Commission seeks to make up shortfall in the 2012 budget.
The cohesion policy is good for all,"October 3, 2012",11:00 pm CET,The European Union’s common budget should be mobilised to boost growth and jobs. But there are some leading the resistance to calls to reduce the budget
Spain struggles to avoid bail-out,"October 3, 2012",10:59 pm CET,Germany does not want Spain to ask for help.Financial transaction tax on the agendaBanks urged to split risks from retail
A tale of two systems,"October 3, 2012",10:55 pm CET,How an age of austerity should change healthcare
Europe is making a Faustian pact,"October 3, 2012",10:35 pm CET,"Why Jens Weidmann, president of Germany’s central bank, is right to voice his concerns about  monetary excess and the risk of inflation."
Financial transaction tax on the agenda,"October 3, 2012",8:11 pm CET,Finance ministers of the European Union’s 27 member states are expected to discuss the increasing number of requests for a financial transaction tax when they meet in …
Strange bedfellows,"October 3, 2012",8:00 pm CET,"With so few committed European federalists left, a passion for European integration can produce some strange bedfellows. On Monday (1 October), Daniel Cohn-Bendit, the co-president of the …"
The days of cheap food are over,"October 3, 2012",5:00 pm CET,Rising commodity prices threaten food supply in developing countries
Banks should ring-fence risky investments,"October 2, 2012",10:52 am CET,A high-level expert review has called for banks to separate risky investments from retail activities.
Spain’s new budget unveiled,"September 27, 2012",11:23 am CET,Spain unveils its new budget for 2013 amid demonstrations against austerity.
Troika delays report on Greece,"September 26, 2012",10:48 pm CET,"Decision on next bail-out instalment postponed.Draghi seeks to calm fears over ECB plansFinns, Dutch and Germans question ESM’s bank role"
Democracy’s burning ships,"September 26, 2012",9:50 pm CET,The euro is an extreme – and dangerous – example of game theory
"Finns, Dutch and Germans question ESM’s bank role","September 26, 2012",7:11 pm CET,"The finance ministers of Finland, Germany and the Netherlands are urging new conditions for any direct recapitalisation of banks through the eurozone’s bail-out fund, the European Stability …"
China criticises EU arms embargo,"September 20, 2012",12:39 pm CET,Comments add spice to a mixed but low-key parting visit to Brussels by China’s prime minister.
Pressure builds ahead of budget talks,"September 19, 2012",10:57 pm CET,Split over size of EU budget for 2014-20.
MEPs to seek greater say on banking supervision plans,"September 19, 2012",8:09 pm CET,The European Parliament is expected to raise concerns about the eurozone banking-supervisor plan and will push for safeguards to protect the European Union’s single market and make …
Ministers issue blueprint for stronger union,"September 18, 2012",10:33 am CET,"Working group of 11 EU foreign ministers presents plans for economic, monetary and political union."
Romania warned over funding,"September 17, 2012",12:54 pm CET,Barroso calls for “immediate measures” to improve the civil service and public contracts.
Finance ministers raise objections to banking supervision plan,"September 15, 2012",8:47 am CET,"Criticism over ECB’s role, scope and plan to force through deal before the end of the year."
Battle-lines drawn over banking union,"September 15, 2012",12:00 am CET,Controversial proposal would see single banking supervisor.
Spain unveils further reforms in bid to avoid bail-out,"September 14, 2012",11:02 am CET,Finance minister says country will present reform programme by the end of this month as IMF denies it is in emergency talks.
Pressure on Spain to sign up to ECB’s bond scheme,"September 12, 2012",10:59 pm CET,
German court approves ESM,"September 12, 2012",10:10 pm CET,
Twenty years of progress?,"September 12, 2012",9:30 pm CET,
Patent still pending,"September 12, 2012",9:15 pm CET,
Barnier plans blueprint for company boards,"September 12, 2012",9:10 pm CET,
A powerful commitment to energy?,"September 12, 2012",9:05 pm CET,
On an equal footing,"September 12, 2012",9:00 pm CET,Public procurement lies at the heart of the EU’s single market.
Joining the dots,"September 12, 2012",8:55 pm CET,The banking crisis provoked a regulatory backlash for the financial services industry
Can the ECB save the single currency?,"September 12, 2012",8:50 pm CET,The European Commission hopes that expanding the powers of the European Central Bank will help restore confidence in the eurozone
Main points of the banking union proposal,"September 12, 2012",8:45 pm CET,The outline of a proposal to make the European Central Bank (ECB) the eurozone’s bank supervisor and a separate regulation to modify the terms of the European Banking Authority (EBA).
Major appointment to ECB blocked,"September 7, 2012",4:25 am CET,A major appointment to the body that runs the European Central Bank has been blocked by the European Parliament.
European exceptionalism,"September 6, 2012",1:00 pm CET,The former president of the European Central Bank argues for EU authorities to have the right to impose measures directly on countries that break eurozone rules.
ECB unveils bond-buying plan,"September 6, 2012",11:41 am CET,Mario Draghi announces programme aimed at restoring stability in the eurozone amid criticism from Germany’s central bank
The prisoners of Maastricht,"September 5, 2012",10:55 pm CET,"European financial markets are becoming increasingly fragmented, and the effects are being felt around the globe"
Summit called for talks on EU budget,"September 5, 2012",10:24 pm CET,MFF on the agenda at extra European Council.
Economic architect,"September 5, 2012",7:22 pm CET,"Benoît Cœuré, the ECB’s expert."
Spain unveils financial reforms,"August 31, 2012",9:42 am CET,Banks will receive compensation for sending toxic assets to a ‘bad bank’.
Hollande says ECB bond action is ‘justified’,"August 30, 2012",11:47 am CET,Latest plan to lower bond yields backed by France’s president after meeting with prime minister of Spain.
EU to hold special summit on long-term budget,"August 30, 2012",7:45 am CET,Member states hope for ‘political agreement’ in November on the EU’s spending plan for 2014-20.
America’s exceptional fiscal conservatism,"August 28, 2012",8:00 am CET,Why do US fiscal conservatives care less about government debt than their European counterparts?
Merkel wants new EU treaty work agreed by end of year,"August 27, 2012",4:23 am CET,Germany’s chancellor to call for convention to draw up rules on tighter political union.
Summertime blues,"August 24, 2012",11:00 am CET,Why are summers so frequently associated with crises?
"Germany, Greece seek ‘new relationship’","August 24, 2012",9:05 am CET,Merkel believes that Greece will see “light at the end of the tunnel”.
The mirage of youth unemployment,"August 20, 2012",3:00 am CET,Standard measures exaggerate youth unemployment and probably understate adult unemployment.
Austerity and debt realism,"August 18, 2012",11:00 pm CET,The arguments about austerity and debt are dangerously simplistic.
"Merci, Président Hollande","August 14, 2012",4:30 am CET,France is showing the rest of the EU the way by introducing the new tax on financial transactions – but it could still do far more.
Rehn seeks to assuage US doubts,"August 13, 2012",2:09 pm CET,European commissioner tells US that a roadmap to a “genuine economic union” in the eurozone will be presented this year.
Slovak resigns as adviser to Greece,"August 10, 2012",8:33 am CET,Resignation comes seven months after corruption scandal forced the official out of top post in Slovakia.
Why Eurobonds are un-American,"August 7, 2012",11:00 am CET,The early US experience of ‘debt mutualisation’ provides neither a useful analogy nor an encouraging precedent for Eurobonds.
Serbia curbs independence of national bank,"August 6, 2012",9:13 am CET,European Commission warns of a “step back” in Serbia’s EU bid.
Europe’s zero-sum poison,"August 3, 2012",4:24 am CET,
ECB announces emergency bond-buying plans,"August 2, 2012",9:19 am CET,
ECB ‘will do whatever it takes’ to save the euro,"July 26, 2012",9:53 am CET,
Fight over EU’s budget for 2014-20 intensifies,"July 25, 2012",10:50 pm CET,
The ‘ambitious muddling through’ approach,"July 25, 2012",9:55 pm CET,
Aid to Spanish banks approved,"July 20, 2012",8:05 am CET,
A tailored programme for Greek growth,"July 18, 2012",10:22 pm CET,Greece’s new government must focus on quick reforms.
Ministers to discuss MFF,"July 18, 2012",10:01 pm CET,Updated budget proposals in the agenda.
A budget for jobs,"July 12, 2012",12:00 am CET,The EU’s long-term budget needs to be serious about growth.
Clashes over plans to scale back 2013 budget,"July 11, 2012",10:46 pm CET,Member states seek €5 billion in cuts.
Rescue fund held up by German court,"July 11, 2012",9:12 pm CET,"The eurozone’s permanent €500 billion rescue fund, the European Stability Mechanism (ESM), will come into force later than scheduled, after Germany’s constitutional court warned that it will …"
First assessment of Cypriot needs,"July 11, 2012",9:11 pm CET,"The details of the eurozone’s bail-out of Cyprus are unlikely to be known until September, despite work carried out on a first assessment this week by a …"
Cyprus seeks to dispel concerns about finances,"July 6, 2012",5:00 am CET,Finance minister blames EU for the country’s need for loans.
Cyprus ‘expects’ Russian aid,"July 5, 2012",7:49 am CET,Cyprus’s president expects near-unconditional Russian aid and hopes for EU funds.
A baby step to banking union,"July 2, 2012",8:10 am CET,Can national authorities still be held responsible for saving banks that they no longer supervise?
Merkel defends her concessions,"June 29, 2012",10:59 am CET,German chancellor says that access to EU funding will be subject to tough rules and close monitoring.
"A defeat for Merkel, really?","June 29, 2012",10:45 am CET,Germany’s chancellor has pointed the eurozone in the direction she wants.
EU leaders reach deal on European patent,"June 29, 2012",6:05 am CET,Deadlock over location of patent court is broken.
Slow going at EU summit as Monti digs in,"June 28, 2012",5:11 pm CET,Agreement on jobs and growth pact stalled as Italy and Spain seek short-term relief.
EU summit starts amid recriminations,"June 28, 2012",12:25 pm CET,Prime ministers and presidents from the 27 member states of the European Union have begun a two-day summit in Brussels amid unusual public displays of irritation.
Europe’s problems hit emerging markets,"June 28, 2012",6:20 am CET,Europe’s own plight could reveal the structural weaknesses in the world’s emerging powers.
Poles try to stay close to talks on the single currency,"June 27, 2012",8:10 pm CET,"On the eve of this week’s European Council meeting, it is hard to predict how much further the eurozone might go in pursuit of economic and political …"
An agenda for Europe’s weary magicians,"June 27, 2012",5:14 am CET,A five-point plan for EU leaders as they seek to turn the tide of the eurozone crisis.
Cyprus requests bail-out,"June 25, 2012",11:17 am CET,Request for help made just days before country takes over presidency of the Council of Ministers.
Finance ministers admit defeat on financial tax,"June 22, 2012",9:11 am CET,Group of countries likely to proceed using ‘enhanced co-operation’.
Member states resist ending diesel subsidies,"June 21, 2012",7:01 am CET,Commission wants to tax fuel based on CO2 levels.
Push for financial tax,"June 20, 2012",10:15 pm CET,Finance ministers to admit no consensus.
A change for the better?,"June 18, 2012",7:39 am CET,Victory for pro-bail-out party in Greece overshadows significant gains for the Socialists in France.
EU leaders welcome Greek election result,"June 17, 2012",5:01 pm CET,Hopes rise of national unity government supportive of bail-out terms
Central banks ready to help struggling lenders,"June 15, 2012",7:02 am CET,ECB and central banks from London to Tokyo ‘on stand-by’ ahead of Greek election.
MEPs back greater budgetary oversight,"June 13, 2012",10:55 pm CET,
Fears of contagion spread,"June 13, 2012",10:35 pm CET,
Time for a treaty within a treaty?,"June 13, 2012",9:34 pm CET,
Next in line for a bail-out?,"June 13, 2012",9:10 pm CET,
Five reasons to muster hope for the euro,"June 13, 2012",9:10 pm CET,
Austere growth?,"June 11, 2012",8:40 am CET,
Spain on verge of bail-out,"June 8, 2012",9:48 am CET,Finance ministers expected to discuss rescue of banking sector tomorrow.
An Argentine guide to the Greek crisis,"June 8, 2012",5:00 am CET,"In Argentina, the number of pesos needed to buy one dollar rose by more than 300%."
"Swoboda slams Van Rompuy, Barroso over Greece","June 8, 2012",4:11 am CET,"EU leadership mismanaged Greece’s crisis, the leader of the Socialist group in the European Parliament says."
Crisis diplomacy in full swing,"June 6, 2012",10:13 pm CET,Merkel resists plans for banking union.Country issuesAnother crucial month for the euroG7 finance ministers stress global fragility
Country issues,"June 6, 2012",9:12 pm CET,"On the brink of a bail-out Spain is now in the crosshairs of the eurozone crisis and will remain the greatest cause of concern, at least until …"
G7 finance ministers stress global fragility,"June 6, 2012",9:10 pm CET,"As concern about the eurozone’s crisis spread around the world, the finance ministers and central bankers of the G7 group of industrialised countries held a conference call …"
Response to crisis should go beyond euro,"June 6, 2012",9:10 pm CET,The eurozone must realise the promise of the single market.
Another crucial month for the euro,"June 6, 2012",9:09 pm CET,"17 June The second Greek general election in six weeks after the first proved inconclusive. A victory for the left-wing Syriza party, which has vowed to rip …"
G7 finance ministers to hold crisis talks,"June 5, 2012",5:22 am CET,US arranges conference call on debt crisis.
Preparing for the green exit,"June 4, 2012",4:34 am CET,The time is right to invest in long-term productive assets.
Austerity and debt realism,"June 2, 2012",3:52 am CET,The arguments about austerity and debt are dangerously simplistic.
Commission gets tough on budgets,"May 31, 2012",10:55 am CET,European Commission sets out budget recommendations to EU member states.
Spain in the firing line as crisis deepens,"May 30, 2012",10:28 pm CET,"Commission calls for greater eurozone integration.Commission gets tough on budgetsShort of decisions, but no lack of talkBarnier to unveil ‘bail-in’ proposals"
Row over size of EU budget,"May 30, 2012",10:10 pm CET,Divisions over budget and cohesion funding.
Is the euro ending or beginning?,"May 28, 2012",8:52 am CET,The architects of the euro thought political momentum would rectify flaws in their plan; the momentum might finally be here.
Test of nerve for EU over fiscal discipline,"May 23, 2012",11:05 pm CET,Commission to publish assessments of national economies.
"Van Rompuy promises more reform, but no quick fix","May 23, 2012",7:37 pm CET,Greece urged to stick to its commitments.
Greece’s euro survival hangs by a thread,"May 23, 2012",2:30 pm CET,Preparations for June EU summit in turmoil.Ideas to tackle the crisis and restore growthMinisterial scheduleLeftists say they attacked home of taskforce head
Ideas to tackle the crisis and restore growth,"May 23, 2012",1:50 pm CET,The election of François Hollande as president of France has given new impetus to measures aimed at promoting growth in the eurozone and at protecting against a …
Eurobond battle to dominate summit,"May 23, 2012",4:06 am CET,Germany will find itself under pressure to accept the idea of jointly issued debt.
OECD calls for introduction of Eurobonds,"May 22, 2012",4:12 am CET,Organisation’s twice-yearly report says jointly guaranteed bonds would help strengthen eurozone.
Barroso pledges EU ’growth initiative’,"May 16, 2012",7:45 am CET,Commission president says there is growing support from EU leaders for pro-growth strategies.
"The good, the bad and the ugly","May 15, 2012",10:10 pm CET,The Commission’s latest forecasts make grim reading for the EU’s struggling economies.Country by country
Country by country,"May 15, 2012",9:10 pm CET,"The European Commission attached the tagline “from recession towards a slow recovery” to its spring economic forecasts, warning of a “long and stony road” before there is …"
Steering clear of the euro precipice,"May 11, 2012",11:20 pm CET,
Rehn unveils bleak economic outlook,"May 11, 2012",12:08 pm CET,
Europe’s misguided search for growth,"May 10, 2012",8:05 pm CET,
Deadlocked Greece casts cloud on euro,"May 9, 2012",10:20 pm CET,
Greek left says ‘No’ to austerity,"May 9, 2012",9:26 pm CET,
The financial jobs lottery,"May 9, 2012",9:10 pm CET,
Arriving at a conclusion,"May 9, 2012",9:20 am CET,The outcome of Ireland’s referendum on Europe’s fiscal treaty remains very uncertain.
How to compete in Europe,"May 8, 2012",6:21 am CET,"The route to a stronger economy lies in investment in research, skills and other forms of intangible capital."
France and the Netherlands strike back,"May 4, 2012",6:51 am CET,The EU has made three mistakes in its approach to austerity and economic rebalancing.
Back from the brink,"May 4, 2012",3:00 am CET,"Failure to push through an austerity budget looked to have brought the Dutch government to its knees. Out of the blue, a new coalition was formed, but will the reprieve for the EU be short-lived?"
No EU deal on banking rules,"May 3, 2012",3:50 am CET,UK blocks compromise agreement on new bank capital requirements at meeting of EU finance ministers.
Van Rompuy seeks to sway Hollande over fiscal treaty,"May 2, 2012",10:20 pm CET,European Council president steps up effort to avoid renegotiation of fiscal treaty.
The perils of toeing the line on austerity,"May 2, 2012",10:02 pm CET,"One by one, electorates will demand alternatives to austerity measures."
A world of convergence,"April 30, 2012",4:37 am CET,"The convergence of economies over the past two decades has been a revolutionary change, but will the trend continue?"
Searching for a way out of the woods,"April 26, 2012",11:44 pm CET,"The IMF’s economic outlook is bleak, and its ideas for recovery are not universally popular."
Commission wants 6.8% rise in budget,"April 25, 2012",10:19 pm CET,Payments foreseen of €138 billion for 2013.MEPs prepare to call for greater budget increaseEU budget complexities pose a public-relations challenge
MEPs to back EU-wide financial transaction tax,"April 25, 2012",10:12 pm CET,ECB president says FTT might not be a good idea.
MEPs prepare to call for greater budget increase,"April 25, 2012",9:20 pm CET,"The Commission’s budget proposal will now be fought over by the European Parliament, many of whose members want an increase in payments beyond the proposed 6.8%, and …"
EU budget complexities pose a public-relations challenge,"April 25, 2012",9:17 pm CET,"The European Commission has a public relations problem, stemming from the complexity of the European Union’s budget. What matters to the national finance ministries – and what …"
Commission to launch battle over 2013 budget,"April 18, 2012",10:20 pm CET,Discussion is already shaping up to become a proxy battle over the size of the EU’s multi-year spending programme for 2014-20.
Greece told to speed up austerity measures,"April 18, 2012",10:19 pm CET,Commission publishes report on Greek growth as Italy downgrades its growth targets.
MEPs to back ambitious common corporate tax plan,"April 12, 2012",9:56 am CET,Report calls for short transition period.
A tale of two economies,"April 11, 2012",10:19 pm CET,"Poland has become an economic powerhouse in recent years. Alas, the same cannot be said for Hungary."
Pass the Duchy,"April 11, 2012",9:06 pm CET,"Who is going to take over from Jean-Claude Juncker? During their meeting in Copenhagen before Easter, the eurozone’s finance ministers (the Eurogroup) were too busy squabbling over …"
Spanish stability?,"April 11, 2012",9:03 pm CET,"Will a Spanish economist get a top job? The Spanish economy is in difficulty, but that has not stopped the Spanish government from manoeuvring for a senior …"
Robin Hood tax is neither dead nor doomed,"April 11, 2012",8:21 pm CET,Financial-transaction tax plan has strong support from across the EU.
Greece announces 6 May election,"April 11, 2012",12:21 pm CET,Greeks to go to polls for the first time since the start of the eurozone crisis.
The big easing,"April 10, 2012",10:09 am CET,The ECB has now done as much as the Fed to stimulate the economy – but finds itself on much riskier ground.
Commission ‘positive’ about Spain’s budget,"April 10, 2012",9:35 am CET,Madrid announces more spending cuts as borrowing costs rise.
"Hard targets, watered-down commitments","April 7, 2012",12:00 am CET,The EU’s spending plans suggest it is losing sight of the importance of health and education to development.
Sarkozy: I will freeze EU contribution,"April 5, 2012",1:32 pm CET,
MEPs want to stop EU funds reaching far-right parties,"April 3, 2012",10:20 pm CET,
‘Trillion’ talk masks cautious compromise,"April 3, 2012",10:19 pm CET,
Spain under increased pressure as jobless total continues to rise,"April 3, 2012",10:19 pm CET,
Robin Hood tax was always doomed to fail,"April 3, 2012",10:10 pm CET,
Ministers seek alternatives to tax on financial trading,"April 3, 2012",9:13 pm CET,
Portugal’s economic reform programme ‘on track’,"April 3, 2012",10:46 am CET,"EU and IMF warn of threat from rising joblessness, healthcare costs and debt-laden state-owned firms."
EU to seek alternatives to financial trading tax,"March 30, 2012",1:43 pm CET,German finance minister says UK’s stamp duty possible model.
"Avanti tutti, Europa!","March 29, 2012",4:17 am CET,"How the EU could forge ahead, with eurozone members in the vanguard."
Hopes fade for eurozone tax on financial trading,"March 28, 2012",10:20 pm CET,The prospect of the eurozone introducing a tax on financial transactions is fading fast as finance ministers and officials raise doubts about how the proposal can be made to work.
There’s no such thing as easy money,"March 28, 2012",10:20 pm CET,"The Bundesbank and the European Central Bank are moving in different directions, and that could be bad news for Europe."
‘Big-ticket’ items raise tensions in budget talks,"March 28, 2012",10:19 pm CET,"Nine countries want EDF, ITER inside EU budget, but Lewandowski says idea is unrealistic"
Democratic inequality,"March 28, 2012",8:49 am CET,"One of the first detailed studies of the effects of income inequality suggests that even ordinary inequality has deep, pernicious effects."
Ireland sets date for treaty referendum,"March 27, 2012",9:27 am CET,"Ireland will hold a referendum on the fiscal compact treaty on 31 May, Eamon Gilmore, Ireland’s deputy prime minister, told MPs today. The fiscal compact treaty, which …"
OECD chief pushes for €1 trillion rescue fund,"March 27, 2012",5:35 am CET,Organisation calls for ambitious programme of reforms to boost eurozone economies.
"The Greek tragedy, Act II","March 23, 2012",2:00 am CET,The second act of the Greek tragedy will cast desperate Greeks against angry and disenchanted Europeans elsewhere.
Bid to close down EU’s disaster and jobs funds,"March 22, 2012",10:30 pm CET,Three of the EU’s wealthiest countries are pushing for the closure of two EU funds intended to demonstrate solidarity with other member states.
Barroso defends EU-wide financial transaction tax,"March 22, 2012",11:07 am CET,Commission president says FTT could cut member states’ contribution to the EU budget by half.
Riding to the rescue,"March 21, 2012",10:03 pm CET,Who will run the eurozone’s permanent rescue fund? There is plenty of gossip and horse-trading to be done when the European Union’s finance ministers meet for an …
IMF confirms €28bn bail-out share for Greece,"March 16, 2012",5:25 am CET,Christine Lagarde warns that risks to Greece remain ‘exceptionally high’.
Soft budgets in hard times,"March 16, 2012",12:30 am CET,"Interest rates must rise if, like Estonia, Greece is to change consumption patterns and halt the flight of deposits."
Ministers consider alternatives to financial tax,"March 14, 2012",10:25 pm CET,"Little chance of consensus on an EU-wide tax on share, bonds and derivative trading."
The triple-A team,"March 14, 2012",10:09 pm CET,"Who will be the next Eurogroup chairman? Jean-Claude Juncker, the prime minister of Luxembourg, steps down in June after seven years as chairman of the Eurogroup, the …"
Greek bail-out approved,"March 14, 2012",1:47 pm CET,Eurozone member states satisfied that Greece has done enough to secure €130 billion rescue package.
EU suspends cohesion funds for Hungary,"March 13, 2012",12:34 pm CET,Finance ministers agree to freeze nearly €500m unless Hungary corrects public deficit by end of the year.
Finance ministers back Greek bail-out,"March 12, 2012",5:57 pm CET,Eurogroup president says officials will give the final go-ahead to second rescue package on Wednesay.
Why critics are wrong about a financial-transaction tax,"March 12, 2012",5:46 am CET,"Far from sending taxpayers rushing for the exit, this tax gets more foreigners to pay it than any other."
Who lost Greece?,"March 9, 2012",11:30 pm CET,A lack of attention to social justice features high on the list of mistakes made in the Greek crisis.
"New rules, old problems","March 7, 2012",10:02 pm CET,"The fiscal compact treaty could put the eurozone back on the right economic path, but the tendency to misbehave will remain a threat."
Enjoy the silence,"March 7, 2012",9:06 pm CET,"A meeting of the Eurogroup, and then nothing! There was no press conference after the last meeting of the Eurogroup – the finance ministers of the eurozone …"
Towards a resilient green economy,"March 1, 2012",10:32 am CET,
Weimar Europe?,"February 29, 2012",10:15 pm CET,
Every crisis has a silver lining,"February 29, 2012",9:39 pm CET,
Swoboda calls for crackdown on tax evasion,"February 29, 2012",10:44 am CET,
Ireland to hold referendum on fiscal treaty,"February 28, 2012",9:59 am CET,
Portugal’s economic reforms ‘on track’,"February 28, 2012",9:04 am CET,
German MPs back bail-out for Greece,"February 27, 2012",11:08 am CET,Vote in the Bundestag overwhelmingly in favour of second Greek rescue package.
Tobin trouble,"February 25, 2012",1:30 am CET,A financial-transaction tax has virtues – but Europe’s proposals are not well-targeted.
"A bail-out, but no guarantee of success","February 24, 2012",11:30 am CET,"ANALYSISAgreement on Greece’s second bail-out does not mean that the country, or the eurozone, is out of the woods. The next few days and weeks will be crucial."
Danes push for deal on banking transparency,"February 23, 2012",11:33 pm CET,Call for talks on sharing savings tax information but Austria and Luxembourg concerned about secrecy.
Bail-out will not end Greece’s woes,"February 22, 2012",10:20 pm CET,ANALYSISThe EU’s leaders cannot afford another failure.
Temporary relief for Greeks,"February 22, 2012",9:02 pm CET,"When is a taskforce staying put? There was much debate this week over whether, as a condition of the latest international bail-out, Greece would be subjected to …"
Three countries refuse to sign off EU’s 2010 accounts,"February 21, 2012",11:06 am CET,"The Netherlands, Sweden and the United Kingdom say irregularities in payments were too high."
A new European growth agenda,"February 21, 2012",12:00 am CET,"To boost growth, boost investment, adjust taxes, and be smarter about austerity measures."
The ruin of Greece?,"February 15, 2012",10:20 pm CET,The bail-out of Greece still hangs in the balance. But eurozone finance ministers are right to believe that they have the whip hand in the negotiations.
Serious doubts remain over Greek bail-out,"February 15, 2012",10:18 pm CET,Eurozone not convinced by Greek pledges.
Fiscal powers on the agenda,"February 15, 2012",10:15 pm CET,Finance ministers to discuss fiscal discipline.
Commission warns of economic imbalances,"February 14, 2012",10:09 am CET,Report identifies 12 member states that need to take corrective action.
Doubts over Greek bail-out,"February 14, 2012",6:16 am CET,Concern over whether Greek authorities have done enough to satisfy finance ministers.
Commission warns Greece over lack of consensus,"February 13, 2012",6:56 am CET,Greek opposition leader voted in favour of austerity package but called for renegotiation after election.
