headline,url,description,date,sentiment,sentiment_score
Malta and the United Kingdom with a bilateral cooperation agreement,https://maltabusinessweekly.com/malta-and-the-united-kingdom-with-a-bilateral-cooperation-agreement/21921/,"During an official visit by the Secretary of State for Foreign Affairs, Commonwealth, and Development of the United Kingdom, James Cleverly, in our country, together with the Minister for Foreign and European Affairs and Trade, Ian Borg, an agreement of bilateral cooperation between the two...",2023-02-10T14:49:17+00:00,positive,0.8724073171615601
4.5 million bus passengers in January 2023,https://maltabusinessweekly.com/4-5-million-bus-passengers-in-january-2023/21895/,"Malta Public Transport carried 4.5 million passengers in the first month of 2023, which is an increase of 59% when compared to January 2022, and an increase of 17% when compared to January 2019. This is the second consecutive month where the number of passengers surpassed pre-pandemic numbers. ...",2023-02-09T14:40:18+00:00,positive,0.9538608193397522
MCST launches new support scheme to help SMEs and other entities obtain European Innovation Council funding for breakthrough ideas,https://maltabusinessweekly.com/mcst-launches-new-support-scheme-to-help-smes-and-other-entities-obtain-european-innovation-council-funding-for-breakthrough-ideas/21888/,"The Malta Council for Science and Technology (MCST) today launched a new Horizon support scheme aimed at supporting and increasing the participation of Maltese entities in the European Innovation Programme (EIC) under the Horizon Europe banner, the European Union’s main funding instrument for...",2023-02-09T14:24:36+00:00,positive,0.9042799472808838
Malta transposes the Mobility Directive,https://maltabusinessweekly.com/malta-transposes-the-mobility-directive/21860/,"The Directive (EU) 2019/2121 of the European Parliament and of the Council of 27 November 2019 amending Directive (EU) 2017/1132 as regards cross-border conversions, mergers, and divisions, referred to as the “Mobility Directive” has been transposed into Maltese law on the 7th of February 2023. ...",2023-02-08T13:21:19+00:00,neutral,0.9443451762199402
Temporary pontoons to be installed at Fortina Lido as government to invest €173m on new projects,https://maltabusinessweekly.com/temporary-pontoons-to-be-installed-at-fortina-lido-as-government-to-invest-e173m-on-new-projects/21839/,"Temporary pontoons will be installed at Fortina Lido in Sliema for boats to dock, Economy Minister Silvio Schembri announced on Friday. Government is to invest more than €173 million on projects coming from the private sector, Schembri announced. Schembri will be bringing four parliamentary...",2023-02-04T11:00:50+00:00,positive,0.5445875525474548
Government inaugurates new offices for the Gozo Regional Development Authority,https://maltabusinessweekly.com/government-inaugurates-new-offices-for-the-gozo-regional-development-authority/21831/,"The government has inaugurated the new offices of the Gozo Regional Development Authority (GRDA) in Victoria, Gozo. Prime Minister Robert Abela has defined the GRDA as a tool to give the best economic opportunities for the island. He said that the GRDA can push forward ambitious initiatives in...",2023-02-04T10:51:57+00:00,positive,0.7967868447303772
The second session of the Joint Trade Commission between Malta and Turkey convened,https://maltabusinessweekly.com/the-second-session-of-the-joint-trade-commission-between-malta-and-turkey-convened/21825/,"Minister for Foreign and European Affairs and Trade Ian Borg visited Turkey for the second session of the Joint Trade Commission between Malta and Turkey. During this session, Minister Ian Borg together with the Minister of Trade of Turkey Mehmet Muş, agreed that this Commission is a clear...",2023-02-04T10:45:02+00:00,positive,0.5393829941749573
"Josianne Cutajar pressures EC to provide more assistance to Maltese and Gozitan businesses, which will also benefit consumers",https://maltabusinessweekly.com/josianne-cutajar-pressures-ec-to-provide-more-assistance-to-maltese-and-gozitan-businesses-which-will-also-benefit-consumers/21821/,"In light of the revision of the European State aid regulations, namely, De Minimis aid, MEP Josianne Cutajar has been advocating for more aid to be granted to island businesses due to their particular circumstances and disadvantages, ultimately benefitting Maltese and Gozitan consumers. Amongst...",2023-02-03T12:18:19+00:00,positive,0.8177614212036133
"75% of businesses were as profitable, or more profitable than last year – survey",https://maltabusinessweekly.com/75-of-businesses-were-as-profitable-or-more-profitable-than-last-year-survey/21805/,"75% of businesses said they were as profitable, or more profitable, than they were last year, according to a survey carried out by The Malta Chamber of SMEs. The Business Performance Survey 2022 SME Barometer saw a total of 237 respondents. The SME Barometer, launched in collaboration with...",2023-02-02T15:47:29+00:00,neutral,0.7484762072563171
17% of family businesses do not have the most basic form of governance – The Malta Chamber,https://maltabusinessweekly.com/17-of-family-businesses-do-not-have-the-most-basic-form-of-governance-the-malta-chamber/21766/,"A survey carried out by The Malta Chamber of Commerce, Enterprise and Industry showed that 17% of family businesses do not have the most basic form of governance or a functioning board of directors (BOD). The results of the survey were revealed by the Chamber on Wednesday whilst celebrating its...",2023-02-01T12:39:15+00:00,neutral,0.8858442306518555
MCESD discusses Malta’s Strategy for Sustainable Development 2050,https://maltabusinessweekly.com/mcesd-discusses-maltas-strategy-for-sustainable-development-2050/21741/,"The Maltese Council for Economic and Social Development (MCESD) discussed Malta's Strategy for Sustainable Development 2050 together with the new Project Green agency, the Minister for the Environment, Energy and Enterprises Miriam Dalli and the Parliamentary Secretary for Social Dialogue Andy...",2023-01-28T18:52:46+00:00,neutral,0.7859578132629395
Celebrating Graduates of the Academy for Women Entrepreneurs,https://maltabusinessweekly.com/celebrating-graduates-of-the-academy-for-women-entrepreneurs/21715/,"During a reception on January 27, U.S. Deputy Chief of Mission Gwendolyn “Wendy” Green and Marisa Xuereb, President of The Malta Chamber of Commerce, Enterprise, and Industry, celebrated 42 participants, who graduated from the U.S. Department of State’s Academy for Women Entrepreneurs (AWE). The...",2023-01-28T09:30:01+00:00,neutral,0.6268495917320251
EC gives positive preliminary assessment of Malta’s request for €52.3m disbursement,https://maltabusinessweekly.com/ec-gives-positive-preliminary-assessment-of-maltas-request-for-e52-3m-disbursement/21705/,"The European Commission today endorsed a positive preliminary assessment of Malta's payment request for €52.3 million (net of pre-financing) in grants under the Recovery and Resilience Facility (RRF), the key instrument at the heart of NextGenerationEU, the commission said in a statement. On 19...",2023-01-27T15:07:41+00:00,positive,0.855826199054718
Exploration study agreement with Albion Energy Malta Limited,https://maltabusinessweekly.com/exploration-study-agreement-with-albion-energy-malta-limited/21656/,"Albion Energy Malta Limited, a company fully owned by Albion Energy Limited, was awarded an exploration licence by the Government of Malta for offshore Areas 2 and 7 located southeast of the Maltese Islands and totalling approximately 18,000 square kilometres. The Exploration Study Agreement has...",2023-01-25T12:54:25+00:00,positive,0.8046925067901611
TradeMalta concludes a successful business mission to Ghana,https://maltabusinessweekly.com/trademalta-concludes-a-successful-business-mission-to-ghana/21649/,TradeMalta organised its third trade visit to Ghana in January 2023 (previous trade visits were held in July 2017 and March 2020). A call for applications was issued in September 2022 and in response 25 companies from the following sectors applied to join the business delegation – advisory...,2023-01-25T11:58:04+00:00,neutral,0.6091822981834412
Minister Ian Borg with several bilateral meetings in Italy,https://maltabusinessweekly.com/minister-ian-borg-with-several-bilateral-meetings-in-italy/21636/,"While in Rome, Minister for Foreign and European Affairs and Trade Ian Borg continued with a series of bilateral meetings being held in various countries to continue explaining Malta’s work priorities. Minister Ian Borg had a meeting with the Minister for European Affairs, Cohesion Policy and...",2023-01-25T09:25:33+00:00,neutral,0.7322134971618652
"Number of passengers, vehicles to Gozo up in spite of decrease in trips – NSO",https://maltabusinessweekly.com/number-of-passengers-vehicles-to-gozo-up-in-spite-of-decrease-in-trips-nso/21621/,"During the fourth quarter of 2022, sea transport between Malta and Gozo registered increases in passengers and vehicles and a decrease in trips when compared to the corresponding quarter of 2021, the NSO said Tuesday. Sea transport between Malta and Gozo Between October and December 2022, a...",2023-01-24T11:49:49+00:00,negative,0.7087793350219727
Estate Agents dispel misleading interpretation of property market statistics,https://maltabusinessweekly.com/estate-agents-dispel-misleading-interpretation-of-property-market-statistics/21618/,"The Estate Agents Section said Tuesday that statistics published recently about the performance of the property market in December 2022 may be misleading. In December 2022, the number of final deeds of sale relating to residential property amounted to 1,003, a 28.8% decrease when compared to...",2023-01-24T11:47:34+00:00,negative,0.9613660573959351
"Watch: Promise of sale agreements in 2022 ‘normal’, MDA chief not worried about property bubble bursting",https://maltabusinessweekly.com/watch-promise-of-sale-agreements-in-2022-normal-mda-chief-not-worried-about-property-bubble-bursting/21603/,"The number of promise-of-sale agreements in 2022 was normal and there is no need to worry about the bursting of any property market bubble, president of the Malta Developers Association (MDA) Michael Stivala has told The Malta Independent. He said this in response to data published by the...",2023-01-24T11:29:54+00:00,neutral,0.7148823142051697
Tradespeople join Malta Developers Association in new section,https://maltabusinessweekly.com/tradespeople-join-malta-developers-association-in-new-section/21599/,"In its efforts to continually encourage better customer service from tradespeople working in all areas of the property sector, the Malta Developers Association (MDA) has announced a wide-ranging collaboration with the traders rating website checkyourtraders.com. Through this agreement...",2023-01-21T08:23:56+00:00,positive,0.9091669321060181
A number of agreements signed between Malta and Ghana,https://maltabusinessweekly.com/a-number-of-agreements-signed-between-malta-and-ghana/21593/,"During a bilateral meeting between Minister for Foreign and European Affairs and Trade of Malta Ian Borg and Minister for Foreign Affairs and Regional Integration of Ghana Shirley Ayokor Botchewy, the two countries signed a number of cooperation agreements through which the relationship between...",2023-01-21T08:06:55+00:00,positive,0.9350385665893555
"Malta’s renewable energy share languishes at 12.2%, second lowest in Europe",https://maltabusinessweekly.com/maltas-renewable-energy-share-languishes-at-12-2-second-lowest-in-europe/21584/,"Malta’s renewable energy share languished at 12.2% in 2021, which, despite being higher than ever recorded previously, leaves the country as the second worst performer in Europe. Data by published by the European Union’s statistics body Eurostat shows that only Luxembourg ranks lower than Malta...",2023-01-20T14:37:20+00:00,negative,0.9657027721405029
MEP Alex Agius Saliba protecting the rights of Uber drivers,https://maltabusinessweekly.com/mep-alex-agius-saliba-protecting-the-rights-of-uber-drivers/21577/,The shocking revelations of the Uber practices are a reminder that we urgently need to give platform workers the social protection and working conditions they deserve. This was the message delivered by MEP Alex Agius Saliba during the European Parliament’s Plenary session in Strasbourg. On...,2023-01-19T13:36:05+00:00,neutral,0.7239616513252258
€2 million grant scheme for SMEs to purchase equipment and machinery announced,https://maltabusinessweekly.com/e2-million-grant-scheme-for-smes-to-purchase-equipment-and-machinery-announced/21573/,A €2 million grant scheme for small and medium-sized enterprises (SME) to purchase equipment and machinery through European Funds was announced by Economy Minister Silvio Schembri on Thursday. He said that this scheme further combats excessive bureaucracy as it simplifies the process for...,2023-01-19T12:51:36+00:00,positive,0.8244923949241638
"Lives, well-being and economies depend on health of our seas – MMF chairman",https://maltabusinessweekly.com/lives-well-being-and-economies-depend-on-health-of-our-seas-mmf-chairman/21553/,"Our lives and our well-being depend on the health of our seas so it is our common duty to protect the seas that surround us, Malta Maritime Forum chairman Judge Joseph Zammit McKeon says.  In an article published in The Malta Business Weekly, Judge McKeon writes that “we must therefore foster...",2023-01-19T11:37:32+00:00,neutral,0.53285813331604
Malta’s Evolve to lead major new eye health project in Ghana,https://maltabusinessweekly.com/maltas-evolve-to-lead-major-new-eye-health-project-in-ghana/21517/,"Malta's fastest-growing science company is set to lead an impressive new project to help eradicate preventable blindness in Ghana. Evolve will oversee the co-ordination of a state-of-the-art Centre of Excellence in Ophthalmology in the African nation's capital, Accra. The science company, based...",2023-01-18T09:26:57+00:00,positive,0.8498899936676025
Transport Malta ramping up enforcement on escooters,https://maltabusinessweekly.com/transport-malta-ramping-up-enforcement-on-escooters/21515/,"As from January 2023, Transport Malta was given the authority via a legal notice to start carrying out enforcement on the use of escooters. This affects both commercial operators and also private persons. Over the last few weeks, enforcement officers within Transport Malta have carried out...",2023-01-18T09:15:03+00:00,neutral,0.8919065594673157
"MCCAA carried out 18,000 physical inspections during 2022",https://maltabusinessweekly.com/mccaa-carried-out-18000-physical-inspections-during-2022/21502/,"The Malta Competition and Consumer Affairs Authority (MCCAA) carried out 18,000 physical inspections during 2022, Minister for Inclusion Julia Farrugia Portelli told Parliament on Monday. Farrugia Portelli was answering a parliamentary question asked by PL MP Randolph De Battista. Statistics...",2023-01-17T08:30:00+00:00,neutral,0.8604739904403687
Malta has not accessed its hydrocarbon potential – Chamber of Geologists,https://maltabusinessweekly.com/malta-has-not-accessed-its-hydrocarbon-potential-chamber-of-geologists/21465/,"Malta has not properly explored its continental shelf to access its significant hydrocarbon potential, the Malta Chamber of Geologists said in a document. The document said that Malta remains the country most dependent on hydrocarbons for its energy in the European Union (EU). Hydrocarbons...",2023-01-12T07:01:00+00:00,neutral,0.8020554184913635
Government and business partners in joint collaboration promoting energy efficiency,https://maltabusinessweekly.com/government-and-business-partners-in-joint-collaboration-promoting-energy-efficiency/21468/,"The Ministry for the Environment, Energy and Enterprise, together with Malta’s business partners, launched an information campaign promoting energy efficiency for businesses in Malta and Gozo. The campaign, ‘Be Efficient. Save Energy!’ will provide guidance on how different economic sectors can...",2023-01-11T02:04:00+00:00,positive,0.6294161677360535
David Xuereb appointed MCESD chairperson,https://maltabusinessweekly.com/david-xuereb-appointed-mcesd-chairperson/21456/,"Perit David Xuereb has been appointed as the Chairperson of the Maltese Council for Economic and Social Development (MCESD), following consultation with social partners. The news was announced by the Parliamentary Secretariat for Social Dialogue on Monday. Xuereb previously served as President...",2023-01-10T10:50:24+00:00,neutral,0.9008058905601501
Europe’s inflation slows again but cost of living still high,https://maltabusinessweekly.com/europes-inflation-slows-again-but-cost-of-living-still-high/21452/," Europe ended a bad year for inflation with some relief as price gains eased again. While the cost of living is still painfully high, the slowdown is a sign that the worst might be over for weary consumers. The consumer price index for the 19 countries that used the euro currency rose 9.2% in...",2023-01-06T11:31:37+00:00,positive,0.9418553113937378
The impact of JA Malta,https://maltabusinessweekly.com/the-impact-of-ja-malta/21431/,"We often read about notable business people who have achieved great heights throughout their career, typically focusing on the successes but not necessarily the journey. Patricia Brooks-Nobles - Senior Vice President and Market Executive at Bank of America; James Brown - Sports announcer, host...",2023-01-05T10:53:26+00:00,neutral,0.8049926161766052
Application seeks to replace building designed by Richard England with 10-storey hotel,https://maltabusinessweekly.com/application-seeks-to-replace-building-designed-by-richard-england-with-10-storey-hotel/21425/,"A planning application seeks to replace a building in St Julian's that was designed by Richard England with a ten-storey hotel. The application proposes the demolition of the existing premises and the construction of a new office and hotel, which includes the following ancillary facilities; a...",2023-01-04T13:15:22+00:00,neutral,0.9293410778045654
Tesla says it sold a record 1.3 million vehicles last year,https://maltabusinessweekly.com/tesla-says-it-sold-a-record-1-3-million-vehicles-last-year/21409/,"Tesla said Monday that sold a record 1.3 million vehicles last year, but the number fell short of CEO Elon Musk's pledge to grow the company's sales by 50% nearly every year. The 2022 figure topped the prior record of 936,000 vehicles delivered in 2021, but it was shy of the 1.4 million needed...",2023-01-03T13:41:52+00:00,positive,0.7015936970710754
UK trains disrupted again as workers stage fresh strikes,https://maltabusinessweekly.com/uk-trains-disrupted-again-as-workers-stage-fresh-strikes/21400/,"Commuters returning to work on Tuesday after the Christmas break were advised not to travel as tens of thousands of British rail workers stage a fresh round of strikes that will disrupt services all week. Around half of the U.K.'s railway lines are closed, and only one-fifth of services are...",2023-01-03T13:28:35+00:00,negative,0.9628416895866394
Toyota Malta offers new Aygo X at 0% interest rate and up to 10-year warranty,https://maltabusinessweekly.com/toyota-malta-offers-new-aygo-x-at-0-interest-rate-and-up-to-10-year-warranty/21336/,"Toyota Malta has announced that the new Aygo X, Malta’s first city SUV, is now available from only €170 per month with 0% interest, for a limited time period. With Aygo X models currently in stock and models being shipped to Malta, this offer is ideal for those who want to drive the latest...",2022-12-22T07:56:00+00:00,positive,0.5166903734207153
Comprehensive action plan for road safety announced,https://maltabusinessweekly.com/comprehensive-action-plan-for-road-safety-announced/21311/,"During a press conference, Minister for Transport, Infrastructure and Capital Projects Aaron Farrugia announced a comprehensive action plan for improving road safety in our islands, including a number of measures that will commence in 2023.  The plan includes a number of tangible measures...",2022-12-22T07:15:52+00:00,positive,0.6839863657951355
Medirectalk focuses on the benefits of investing in high-quality and sustainable businesses,https://maltabusinessweekly.com/medirectalk-focuses-on-the-benefits-of-investing-in-high-quality-and-sustainable-businesses/21289/,"MeDirect Bank Malta’s 16th medirectalk, which was held recently in collaboration with Blue Whale Capital, focused on the top performing and sustainable equities which the Blue Whale Growth Fund invests in. The theme of the event was “A Blank Piece of Paper” and featured well-known Stephen Yiu as...",2022-12-17T07:59:32+00:00,neutral,0.9140977263450623
PA approves two more floors for Ta’ Xbiex tower,https://maltabusinessweekly.com/pa-approves-two-more-floors-for-ta-xbiex-tower/21264/,"The planning authority has approved an application that increases the height of a 15-storey business tower in Ta' Xbiex by two floors. The application was filed by developer Michael Stivala. The original approved building was to have a height of 15 floors, but this application will increase that...",2022-12-15T12:27:02+00:00,positive,0.9053731560707092
Lidl inaugurates new €3 million distribution facility in Burmarrad,https://maltabusinessweekly.com/lidl-inaugurates-new-e3-million-distribution-facility-in-burmarrad/21211/,"Malta’s popular retail chain, Lidl has inaugurated a new €3 million logistics centre in Burmarrad. The company will be also creating new jobs to fill roles at the warehouse, which will serve as a supply for all Lidl stores in Malta. The new state-of-the-art premises is located in the central...",2022-12-09T19:52:06+00:00,positive,0.6678131222724915
Pharmaceutical company invests €30 million to strengthen production of medicine,https://maltabusinessweekly.com/pharmaceutical-company-invests-e30-million-to-strengthen-production-of-medicine/21108/,"The pharmaceutical company Teva Malta is investing over €30 million to produce better quality pharmaceuticals. The investment began in 2020, with €20 million being invested by the end of this year, and a further €11 million is planned next year. Teva Pharmaceutical Industries has been developing...",2022-11-30T15:08:41+00:00,positive,0.7398421168327332
Chamber of SMEs hopeful consumers will shop for non-essential items during Christmas season,https://maltabusinessweekly.com/chamber-of-smes-hopeful-consumers-will-shop-for-non-essential-items-during-christmas-season/21116/,"The Chamber for Small and Medium Enterprises (SMEs) said that it is hopeful that consumers will shop for non-essential items during the upcoming Christmas season. Speaking to The Malta Independent, CEO of the Chamber of SMEs Abigail Agius Mamo said that after the Black Friday period, where...",2022-11-30T09:15:00+00:00,positive,0.6956852078437805
MSPP announces request for proposals to give new life to Evans Building site in Valletta,https://maltabusinessweekly.com/mspp-announces-request-for-proposals-to-give-new-life-to-evans-building-site-in-valletta/21098/,"As part of the Government’s ongoing commitment to regenerate Valletta, Malta Strategic Partnership Projects (MSPP) said that it has issued a request for proposals to rehabilitate the Evans Building site in the lower part of the capital city, an area which, compared to others, has benefitted from...",2022-11-29T14:14:51+00:00,positive,0.9363012909889221
Annual growth in business activity fell slightly below its long-term average estimated since January 2000,https://maltabusinessweekly.com/annual-growth-in-business-activity-fell-slightly-below-its-long-term-average-estimated-since-january-2000/21096/,The Bank’s Business Conditions Index indicates that annual growth in business activity fell slightly below its long-term average estimated since January 2000. The European Commission’s confidence surveys show that Malta’s economic sentiment edged down further in October when compared with a...,2022-11-29T14:12:36+00:00,negative,0.9741696715354919
Malta Bankers’ Association holding outreach meetings with various stakeholders,https://maltabusinessweekly.com/malta-bankers-association-holding-outreach-meetings-with-various-stakeholders/21079/,"Over the past months, the Malta Bankers’ Association has been reaching to various stakeholders, with the aim of obtaining a better understanding of current issues these face with local banks. At these meetings, the MBA is represented by its Chair Marcel Cassar, Deputy Chairman Henry Schmeltzer...",2022-11-29T11:14:50+00:00,neutral,0.8125759959220886
KPMG in Malta double up with second Family Business certification,https://maltabusinessweekly.com/kpmg-in-malta-double-up-with-second-family-business-certification/21049/,"Building on the successful completion of the STEP Advanced Certificate in Advising the Family Business, three professionals from KPMG in Malta’s Advisory function obtained a second certification, the STEP Advanced Certificate in Family Business Governance. Head of Advisory David Pace, Director...",2022-11-23T12:34:36+00:00,positive,0.8452607989311218
Liquigas delivers more than 8 million cylinders filled by Gasco Energy Ltd in past decade of operations,https://maltabusinessweekly.com/liquigas-delivers-more-than-8-million-cylinders-filled-by-gasco-energy-ltd-in-past-decade-of-operations/21034/,"During the last ten years of operations, Gasco Energy Ltd, the operator of the leading LPG facility in Malta, has filled more than 8.5 million green cylinders owned and distributed by Liquigas. Gasco Energy Ltd started operating its €25 million facility in Bengħajsa ten years ago. This facility...",2022-11-22T09:22:00+00:00,positive,0.5985441207885742
446 building permits approved in Q3,https://maltabusinessweekly.com/446-building-permits-approved-in-q3/21044/,"During the third quarter of 2022, 446 building permits for a total of 2,092 new dwellings were approved, the National Statistics Office said. When compared to the corresponding quarter of 2021, the number of building permits increased by 2.1%, while the number of approved new dwellings decreased...",2022-11-21T07:30:00+00:00,positive,0.49557968974113464
MEA proposes 13 solutions to address skill shortages after extensive stakeholder consultation,https://maltabusinessweekly.com/mea-proposes-13-solutions-to-address-skill-shortages-after-extensive-stakeholder-consultation/21014/,The Malta Employers Association has put forward thirteen concrete solutions to address the current skills shortages affecting Maltese industry. MEA President Joanne Bondin explained how “we are currently experiencing a lack of human resources across the board.  It is a constant challenge for...,2022-11-17T18:22:54+00:00,negative,0.9461880326271057
Von der Heyden Yachting offsets 126 tonnes of CO2e in Hydroelectric Power,https://maltabusinessweekly.com/von-der-heyden-yachting-offsets-126-tonnes-of-co2e-in-hydroelectric-power/20987/,"Von der Heyden Yachting, a subsidiary of Malta-based international investment firm Von der Heyden Group, has partnered with industry experts Yacht Carbon Offset to address their greenhouse gas (GHG) emissions impact.  The company, flying the Riva exclusive dealership flag, has worked with the...",2022-11-16T08:36:20+00:00,positive,0.849230945110321
Malta’s deficit is amongst the highest in the EU,https://maltabusinessweekly.com/maltas-deficit-is-amongst-the-highest-in-the-eu/20943/,"The European Economic Forecast for Autumn 2022 revealed that Malta’s deficit is among the highest in the European Union (EU). Malta’s government deficit sat at 6% of GDP in 2022, which is a decrease from 7.8% of GDP in 2021. The main reason behind this high deficit was the increase in public...",2022-11-12T09:00:00+00:00,negative,0.8859947323799133
Achieving a sustainable regulatory environment,https://maltabusinessweekly.com/achieving-a-sustainable-regulatory-environment/20904/,"During an event organized by the Malta Business Registry and the Malta Chamber of Commerce, Enterprise and Industry as part of SME Week under the auspices of the Ministry for the Economy, European Funds and Lands, practitioners and businesses emphasized the importance of striking a healthy...",2022-11-08T14:16:30+00:00,positive,0.6372179985046387
Government wants PA to propose changes to development regulations,https://maltabusinessweekly.com/government-wants-pa-to-propose-changes-to-development-regulations/20901/,"Government has requested the Planning Authority (PA) to propose amendments to the Regularisation of Existing Development Regulations. These proposals include developments that fall within a Category 1 Rural Settlement, and pre-2016 properties which have their site perimeter partially beyond the...",2022-11-08T11:25:10+00:00,neutral,0.88921058177948
MEP Josianne Cutajar represents the European Parliament at critical energy-related discussions in Milan,https://maltabusinessweekly.com/mep-josianne-cutajar-represents-the-european-parliament-at-critical-energy-related-discussions-in-milan/20880/,"Earlier this week, Maltese MEP Josianne Cutajar represented the European Parliament, as part of an ITRE delegation visiting Milan. The delegation held numerous meetings with industry leaders in the field of energy, research and innovation. During their stay in Milan, the MEPs also visited a...",2022-11-04T13:43:32+00:00,neutral,0.78989177942276
PwC Malta formally launches its Salesforce practice in Malta,https://maltabusinessweekly.com/pwc-malta-formally-launches-its-salesforce-practice-in-malta/20851/,"PwC Malta is delighted to announce the launch of its Salesforce practice in Malta. During the past few months there has been a considerable investment made in technical resources and the recruitment of key experienced talent. In addition, the local team has been integrated into PwC’s global...",2022-11-03T20:27:32+00:00,positive,0.8922218084335327
A successful annual engineering conference on the sustainable development goals,https://maltabusinessweekly.com/a-successful-annual-engineering-conference-on-the-sustainable-development-goals/20797/,"The Chamber of Engineers organised the 29th Annual Engineering Conference, themed Sustainable Development Goals: An Engineering Perspective. This event was defined as successful and rewarding by the numerous participants that attended the full-day conference the 14th October 2022. The 2022...",2022-11-01T18:53:52+00:00,positive,0.7017953395843506
Building on success,https://maltabusinessweekly.com/building-on-success/20753/,"“The pandemic hit us, especially our hospitality arm, however, looking back I feel we were resilient to the changes that came about when the world ground to a sudden halt” begins von der Heyden. “It was somewhat of a blessing that we sold one of our biggest developments to date, the Blue Tower...",2022-10-27T07:11:51+00:00,positive,0.8209066390991211
Government allocates €1 billion in energy support to avoid ‘economic hardships of 2008’ – Miriam Dalli,https://maltabusinessweekly.com/government-allocates-e1-billion-in-energy-support-to-avoid-economic-hardships-of-2008-miriam-dalli/20750/,"“The Government is allocating 10% of its 2023 Budget to ensure stable energy bills and fuel prices because we do not want families and businesses to relive the economic hardships of the 2008 energy price hikes,” Energy Minister Miriam Dalli said on Wednesday. Dalli addressed a press conference...",2022-10-26T13:15:23+00:00,neutral,0.7919262051582336
"BUDGET 2023: By 2024, Malta will have 1,200 more electric vehicle charging points",https://maltabusinessweekly.com/budget-2023-by-2024-malta-will-have-1200-more-electric-vehicle-charging-points/20740/,"Another 1,200 electric charging points will be set up by 2024, the budget revealed. Currently there are already 340 such points around the country. Additionally, the government is hoping to encourage private companies and businesses to switch their fleet to electric vehicles, with them...",2022-10-25T08:07:12+00:00,neutral,0.5220009684562683
"BUDGET 2023: 250,000 people to benefit from tax refund cheques between €60 and €140",https://maltabusinessweekly.com/budget-2023-250000-people-to-benefit-from-tax-refund-cheques-between-e60-and-e140/20736/,"Fresh fruit and vegetable distribution in primary schools to be reintroduced Work on ITS campus in Smart City to start in the coming days Tax refund cheques will be issued again next year, Finance Minister Clyde Caruana said during his budget speech. Cheques ranging from €60 to €140 will be...",2022-10-25T08:02:13+00:00,neutral,0.6622089147567749
BUDGET 2023: €600 million allocated to absorb energy and cereal price increases,https://maltabusinessweekly.com/budget-2023-e600-million-allocated-to-absorb-energy-and-cereal-price-increases/20733/,"Inflation is set to be the biggest challenge our country will face for the coming years, Finance Minister Clyde Caruana said. While talking about the economic environment of Malta during his budget speech, Caruana explained that due to the Federal Reserve of the United States of America dishing...",2022-10-25T07:58:35+00:00,negative,0.5594353675842285
BUDGET 2023: Social benefits –  ‘We are spending within our means’,https://maltabusinessweekly.com/budget-2023-social-benefits-we-are-spending-within-our-means/20727/,"The government will be introducing social assistance “with prudence and wisdom”. We are spending within our means, Finance Minister Clyde Caruana said. “As Finance Minister I could have spent €1 billion in direct help. I am certain that there would have been gratitude, but in this way we would...",2022-10-25T07:52:40+00:00,positive,0.6025840044021606
"BUDGET 23: ‘Tough decisions on Air Malta needed, but country will always have a national airline’",https://maltabusinessweekly.com/budget-23-tough-decisions-on-air-malta-needed-but-country-will-always-have-a-national-airline/20723/,"Finance Minister Clyde Caruana hinted on Monday that more tough decisions are in the pipeline for Air Malta, but insisted that the country has and will still have a national airline. “Air Malta was a great challenge over the past two years. Decisions by previous administrations left the airline...",2022-10-25T07:45:34+00:00,positive,0.7527846097946167
‘This is how we fulfil what we promised’ – PM on budget,https://maltabusinessweekly.com/this-is-how-we-fulfil-what-we-promised-pm-on-budget/20721/,"The budget is 'how we fulfil what we promised', Prime Minister Robert Abela said whilst delivering a speech in Naxxar. In explaining how the last months were instrumental for the Government to plan and carry out its objectives, he said that in the budget ""you will see how we will continue to...",2022-10-23T14:56:25+00:00,positive,0.7445693016052246
Inflation protests across Europe threaten political turmoil,https://maltabusinessweekly.com/inflation-protests-across-europe-threaten-political-turmoil/20703/,"In Romania, protesters blew horns and banged drums to voice their dismay over the rising cost of living. People across France took to the streets to demand pay increases that keep pace with inflation. Czech demonstrators rallied against government handling of the energy crisis. British railway...",2022-10-22T15:53:27+00:00,negative,0.882461667060852
A successful second edition of the Start Up Festival,https://maltabusinessweekly.com/a-successful-second-edition-of-the-start-up-festival/20676/,"The Start Up Festival Malta 2022, which took place between the 13th and 14th October, was a huge success, with over 800 attendees including start-ups, investors, stakeholders as well as a number of students. This years’ edition of the festival included a number of international speakers, some of...",2022-10-19T17:12:44+00:00,neutral,0.5222707390785217
PN MP Robert Arrigo passes away,https://maltabusinessweekly.com/pn-mp-robert-arrigo-passes-away/20644/,"Long-time Nationalist Party member of parliament and a titan of the Sliema community Robert Arrigo has passed away. He was 67 years old. A prominent businessman and a pioneer in the travel and tourism industry, Arrigo served first as the mayor of Sliema and then as a member of parliament from...",2022-10-18T09:19:04+00:00,neutral,0.9157738089561462
Early detection of bankruptcy part of insolvency reform,https://maltabusinessweekly.com/early-detection-of-bankruptcy-part-of-insolvency-reform/20606/,"The reform of the Maltese Insolvency framework will include an early detection process, which will detect any negative financial developments within a business. This is part of the pre-restructuring bill which focuses on implementing an early detection system that would help indicate businesses...",2022-10-13T09:58:19+00:00,neutral,0.8612467646598816
