headline,date,description,sentiment,sentiment_score
Emirates SkyCargo reconnects six continents with scheduled cargo flights,2020-05-06 12:07:00,"Emirates SkyCargo has announced that with effect from the first week May 2020, it has commenced dedicated cargo flights on a scheduled basis every week to 67 global destinations across six continents....",positive,0.5998044013977051
Matthew von Brockdorff appointed Managing Director and CEO of Atlas Insurance PCC Limited,2020-05-06 11:56:00,Atlas Insurance announces the appointment of Matthew von Brockdorff as Managing Director and Chief Executive Officer with effect from April 2020. Having been Deputy Managing Director for the past 15...,neutral,0.9274712204933167
Newly listed Harvest Technology posts €2m profit after tax in 2019,2020-05-06 10:06:00,"Harvest Technology plc, the IT, security and electronic payments group which listed on the Malta Stock Exchange last December, has posted a net profit of €2,088,772 after tax for the year ended...",neutral,0.8813978433609009
BYD to enter Europe market,2020-05-05 10:24:00,"The Maltese market closed in the red on Monday, with the MSE total index ending the session 0.877% lower to 8,211.135 points. The best and only one positive performer was Lombard Bank Malta plc with...",negative,0.9628670811653137
Tariff threats spook markets,2020-05-04 12:22:00,US markets marked a turbulent start to the month and fell on Friday after President Donald Trump revived a threat of new tariffs against China in response to the COVID-19 pandemic. The Dow Jones...,negative,0.9644984006881714
Postage stamps now available online,2020-05-04 12:01:00,"Thanks to MaltaPost's new online portal,  customers can now buy postage stamps right from the comfort of their home. Any denomination of postage stamps, whether for local or international...",neutral,0.8300347328186035
TIMAN Investments Holdings Limited reports record turnover in 2019 financial statements,2020-04-30 16:46:00,"TIMAN Investments Holdings Limited (The Company/Group), the Von der Heyden Group Finance Plc's guarantor, presented consolidated and audited annual accounts for the financial year ended 31st December...",neutral,0.9326795935630798
Boeing to shrink workforce and production,2020-04-30 10:05:00,"The Maltese market closed in the green on Wednesday, with the MSE total index ending the session 0.284% higher to 8,284.500 points. The best performer was Tigne Mall plc with a 16.44% jump to close at...",positive,0.9290830492973328
Food waste seminars go digital,2020-04-29 15:02:00,"The Malta Business Bureau (MBB) and the HSBC Malta CSR Institute have hosted their first set of online webinars on food waste reduction, expanding these sessions to an international...",positive,0.6011969447135925
HSBC Malta announces three new senior management appointments,2020-04-29 14:37:00,"HSBC Malta is appointing three new Executive Committee members.  Jesmond Apap will be succeeding Irina Seylanyan as Head of Global Markets, Elizabeth Hardy is being appointed as Chief Operating...",neutral,0.9395078420639038
Global markets end mixed as investors struggle to digest the longer-term implications of COVID-19,2020-04-29 13:56:00,"US markets gave up their earlier gains and closed lower on Thursday as technology stocks took a hit head of earnings reports. The Dow Jones Industrial retreated 32.23 points, or 0.1 percent, to...",negative,0.9725739359855652
Solid growth across the board for CC Funds SICAV p.l.c.,2020-04-29 09:50:00,CC Funds SICAV p.l.c. has published its eight annual report and audited financial statements for the year ended 31 December 2019.  The results for the year show a solid increase in Assets under...,positive,0.9497488141059875
Jobsinmalta.com to support employers with new features,2020-04-29 09:19:00,"Companies advertising on the digital job board can now add multiple users to receive applications by email and tag applicants as ""interested"" or ""not interested"" to speed up the shortlisting of...",neutral,0.9160826206207275
APS Bank relocates Qormi Branch to new premises,2020-04-28 13:55:00,APS Bank is pleased to announce the relocation of its Qormi Branch to a new site at St Sebastian Street. The new premises are only a short distance away from the previous space at St Bartholomew...,neutral,0.5171632170677185
Airtel signs USD 1 billion deal with Nokia,2020-04-28 12:14:00,"The Maltese market closed in the green on Monday, with the MSE total index ending the session 0.276% higher to 8,247.385 points. The best performer was Trident Estates plc with 14.81% surge to close...",positive,0.9083802103996277
Emirates reaffirms customer commitment with ramp up of refunds capability,2020-04-28 12:07:00,"Emirates has ramped up its capability to process refunds, reaffirming its commitment to customers and travel trade partners impacted by travel disruptions caused by the COVID-19 pandemic. With...",positive,0.9460516571998596
Wanted - a butterfly of hope,2020-04-28 10:40:00,"Governments are understandably desperate for anything that would forestall the deaths, closures and quarantines resulting from COVID-19. Hope for a speedy resolution for discovering and manufacturing...",neutral,0.6068618893623352
Blockchain and the airline industry,2020-04-28 10:38:00,Blockchain evangelists have promised that this new technology can revolutionise the way we do things in pretty much most commercial sectors. Can the same be said for the airline industry? In this...,neutral,0.7272679805755615
MBA communication regarding opening times and operative branches,2020-04-24 19:20:00,"The Malta Bankers' Association (MBA) informs the general public that further to the communication issued on 17 April 2020 on the opening times and operative branches of its members, the following...",neutral,0.9484803676605225
FMG Investment Holdings Ltd trading as ClearSpring Capital - Clone,2020-04-24 18:33:00,"The Malta Financial Services Authority (""MFSA"" or ""the Authority"") has become aware of an entity by the name of FMG Investment Holdings Ltd trading as ClearSpring Capital which had an...",neutral,0.9407037496566772
Warning to the public regarding unlicensed VFA companies,2020-04-24 18:27:00,"Reference is made to the Transitory Period allowed in terms of Article 62 of the Virtual Financial Assets (""VFA"") Act (""the Act""), which came to an end on 31 October 2019, wherein entities were...",neutral,0.9422367215156555
GlobalCapital to screen staff with rapid COVID-19 test kit,2020-04-24 13:50:00,"GlobalCapital plc is to screen staff with COVID-19 rapid testing kits, which are capable of detecting the presence of antibodies in humans against the disease in just 15 minutes. The tests,...",neutral,0.8635189533233643
MAPFRE Middlesea announces measures to support clients during COVID-19 crisis,2020-04-24 13:48:00,"In an effort to support clients in these difficult times and to ease some of the financial burden many are experiencing, MAPFRE Middlesea are introducing additional benefits to their...",positive,0.9010363817214966
"“Move forward - don’t look back”. Up, over and beyond the COVID-19 crisis with the APS Jet Pack",2020-04-24 12:43:00,APS Bank is excited to announce another initiative in response to the COVID-19 crisis - the APS Jet Pack. The APS Jet Pack is the survival kit for local businesses experiencing cash flow problems. The...,neutral,0.4862687587738037
Markets end mostly flat while Nestle reports quarterly sales growth,2020-04-24 12:42:00,US markets ended mostly flat on Thursday as an earlier strong rally across the benchmarks lost steam into afternoon trade as reports suggested that a closely followed experimental drug intended to...,negative,0.9577772617340088
List of BOV Branches open on Saturday 25th April,2020-04-24 08:57:00,"Bank of Valletta would like to inform its customers that on Saturday 25th April 2020, five Branches in Malta and one Agency in Gozo will be open to the public between 9.00am and 12.30pm as...",neutral,0.9360677003860474
Netflix doubles new subscribers amid Covid-19,2020-04-23 13:09:00,"The Maltese market closed in the green on Wednesday, with MSE total index ending the session 0.613% higher to 8,192.489 points. The best performer was the MIDI plc with a 9.36% surge to close at...",positive,0.9242656230926514
CassarCamilleri helping the community by producing hand sanitiser,2020-04-22 16:59:00,"On Wednesday 22nd April, Minister Edward Scicluna visited the CassarCamilleri PET bottling facility in San Gwann where the company is now producing Hand Sanitiser in PET. During these trying...",neutral,0.7177233099937439
Markets trade lower on falling oil,2020-04-22 11:46:00,"US markets closed firmly lower on Tuesday as weakness in tech stocks and a historic collapse in oil prices weighed on the indices.  The Dow Jones Industrial Average dropped 631.56 points, or 2.7...",negative,0.9735016226768494
Bank of Valletta and the Malta Development Bank reach out to businesses with new financing package,2020-04-21 13:17:00,"Bank of Valletta, together with the Malta Development Bank (MDB), have launched the 'BOV-MDB COVID Assist', a financing scheme aimed at assisting local businesses facing unprecedented disruptions...",positive,0.8870134949684143
Australia goes after Facebook and Google,2020-04-21 11:39:00,"The Maltese market closed in the red on Monday, with MSE total index ending the session 0.414% lower to 8035.943 points. The best performer was Malta Properties Company plc with its surge of 13.33% to...",negative,0.9682626128196716
Atlas Insurance employees’ webinars on coping with COVID-19,2020-04-20 14:19:00,"Two webinars were recently organised for Atlas employees to address the topic of the moment - the COVID-19 pandemic. With 90% of the Atlas Group's employees working from home, these webinars provided...",neutral,0.8073557019233704
Express Trailers bringing home the essentials,2020-04-20 11:01:00,"“We too are human, scared by the unknowns of the pandemic. Our overseas truckers and local drivers cover long miles in solitude, not knowing how safe this job still is. Perhaps for the rest of...",neutral,0.5750554800033569
Bright ideas needed to fight pandemic,2020-04-19 14:33:00,"Reading through the weekend press, critics wax lyrical on the current emptying of shelves of supermarkets by shoppers buying essential foods and face masks. The hoarding is caused by fears about...",negative,0.9580576419830322
"Bankers welcome capital working loan interest subsidy, request more details",2020-04-18 18:43:00,The Malta Bankers' Association (MBA) has welcomed the announcement that the government will be covering the first 2.5% of interest charged on capital working loans but said more details are...,neutral,0.848166286945343
Markets continue their climb,2020-04-17 12:46:00,US markets traded firmly higher on Thursday as a rally in tech stocks and plans by governments to restart economies lifted stocks across the board. The Dow Jones Industrial Average gained 33.33...,positive,0.9447660446166992
"Emirates becomes first airline to conduct on-site rapid COVID-19 
tests for passengers",2020-04-17 12:44:00,Emirates in coordination with Dubai Health Authority (DHA) will be introducing additional precautions. Passengers on the flight to Tunisia which took place on 15 April were all tested for COVID-19...,neutral,0.7815787196159363
Bank of Valletta introduces more measures to help safeguard customers and employees,2020-04-17 10:05:00,Bank of Valletta informs its customers and the general public that with effect from Monday 20th April it will temporarily be closing five of its branches. In its latest efforts aimed at combating...,negative,0.9001413583755493
Chamber welcomes Government subsidy on business loans as another step to support business resilience,2020-04-17 09:22:00,"The Malta Chamber welcomes the Government subsidy up to 2.5% of interest, on business loans related to the COVID-19 predicament, announced today. This measure, together with other measures announced...",positive,0.7854588627815247
GBC and GTA note with satisfaction the changes made to the COVID-19 Guarantee Scheme,2020-04-17 09:17:00,"On Saturday 4 April 2020, the Gozo Business Chamber (GBC) and the Gozo Tourism Association (GTA) had highlighted in a joint press release that the COVID-19 Guarantee Scheme (CGS) launched by the Malta...",positive,0.6476249098777771
'Scheme is being regarded as an important tool for business survival'  - Malta Chamber of SMEs,2020-04-17 09:14:00,The Malta Chamber of SMEs welcomes announcement of interest rate subsidy and the participation of a wide variety of banks to service the need of businesses As an SME Chamber we take note of...,positive,0.7346556782722473
Midi plc sends message of hope and pays tribute to the healthcare professionals,2020-04-17 09:08:00,"As we wait to see whether our efforts at social distancing will continue to flatten the curve, and despite the fear that still dominates, there continues to be a huge wave of support for the heroes in...",positive,0.9255627989768982
Free consultation sessions for HR professionals by Misco,2020-04-16 11:44:00,Misco is offering one-to-one sessions for employers and HR professionals seeking advice with regard to the current scenario. The special service provides one hour of complementary consultation related...,neutral,0.9169237613677979
Netflix worth more than Disney,2020-04-16 11:37:00,"The Maltese market closed in the red on Wednesday, with MSE total index ending the session 0.286% lower to 8,000.288 points. The best performer among stocks was Trident Estates plc with 3.13% jump to...",negative,0.9663000106811523
60 years and still evolving – Panta unveils a fresh rebrand,2020-04-16 11:20:00,"On 15 April, Panta Lesco prudently unveiled its fresh rebranded image for the group. This bold move to change the groups 60-year logo and amend the company name to simply 'Panta' was an outcome which...",positive,0.6138943433761597
COVID-19 transforms use of communications services,2020-04-15 11:16:00,The way in which people in Malta use communications services has undergone unprecedented change in the month since the first Covid-19 case was confirmed. Data from March which has been released by...,neutral,0.5522817373275757
Malta Stock Exchange staff donate 147 vacation days to Coronavirus Solidarity Fund,2020-04-15 11:11:00,"The Board of the Malta Stock Exchange would like to thank all the Exchange staff who have contributed a total of 147 vacation days, the cash equivalence of over €18,500 to be donated to the...",positive,0.6890667080879211
COVID-19 is altering – but not halting – MBB and HSBC’s initiative on Financial Literacy,2020-04-15 09:20:00,"Since the launch of the INVEST+ project in September 2019, the Malta Business Bureau (MBB) in collaboration with the HSBC Malta Foundation organised multiple mentoring sessions on financial literacy,...",neutral,0.6123339533805847
More customers choose BOV’s Mobile Banking,2020-04-15 09:14:00,"More customers are choosing Bank of Valletta's BOV Mobile to do their banking on-the-go. The BOV Mobile app recently reached 100,000 downloads giving more customers control over their money through...",neutral,0.5622829794883728
Casa Antonia maintains a cheerful atmosphere for its residents,2020-04-14 15:53:00,"Even ahead of public health advice, Casa Antonia - a privately owned, professionally managed nursing and residential retirement home in Balzan currently hosting 150 residents - immediately took action...",positive,0.6256950497627258
Exxon raises $9.5 billion to load up on cash,2020-04-14 14:32:00,"US stocks turned in a mixed performance on Monday after OPEC and various other oil-producing nations reached a deal on a massive production cut. At the close, the Dow Jones Industrial Average was down...",negative,0.9722301959991455
Konnekt: Here to help people in these unprecedented times,2020-04-14 09:57:00,"Konnekt, a recruitment company in Malta, has launched dedicated support for people who have been affected by the extraordinary events we are all currently experiencing.  The Konnekt team is...",neutral,0.5997820496559143
eCabs Supports Rafel Sammut’s Victory Kitchen,2020-04-14 09:47:00,"The moment Rafel Sammut floated his 'Victory Kitchen' vision to eCabs was the instant that his delivery headache was lifted. ""The idea of helping others in need totally resonated with our values....",neutral,0.4943426847457886
"Argus Group donates €10,000 to the Foodbank Lifeline Foundation",2020-04-13 11:58:00,"Argus Group, which includes Argus Insurance Agencies Ltd, FirstUnited Insurance Brokers Ltd. and Island Insurance Brokers Ltd. has donated €10,000 to the Foodbank Lifeline Foundation. A...",positive,0.6430759429931641
Are sports betting companies set for a freefall?,2020-04-12 15:00:00,"The number of those working in the gaming industry today account for a significant part of the gainfully employed and the sector, according to reliable sources, accounts for over 10% of GDP....",neutral,0.8431285619735718
Who shall be first winner in the corona vaccine race?,2020-04-12 14:58:00,There is a lot of anticipation in the medical field about the success rate of laboratories that are actively trying to develop and test successfully for a vaccine against the...,positive,0.7745505571365356
Dr Lydia Abela as patron to the Malta Together,2020-04-11 16:36:00,"The Malta Together online portal has been endorsed by the Prime Minister's wife Dr Lydia Abela and their daughter, Giorgia Mae. In an honest and heartfelt message to stay home and stay safe, Dr...",positive,0.7407485246658325
New games coming your way - play from home,2020-04-11 11:00:00,"Dragonara Casino, Malta’s number 1 casino, will be launching new and exciting games on its digital platform dragonaraonline.com with an exceptional welcome bonus offer of 150% up to €200...",positive,0.8535309433937073
Raising the bar for Company Service Providers,2020-04-10 15:25:00,The Malta Financial Services Authority (MFSA) has today published its feedback statement following a consultation document on Raising the Bar for Company Service Providers (CSPs) issued during the...,positive,0.5640236735343933
IbanFX Limited – Unlicensed Entity,2020-04-10 15:21:00,"The Malta Financial Services Authority (""MFSA"" or ""the Authority"") has become aware of an entity operating under the name of IbanFX Limited which has an internet presence...",neutral,0.9202525615692139
Brown’s launches free delivery service to its POYC customers,2020-04-09 20:44:00,Brown's Pharma Ltd (the Company) today announced the introduction of a free home delivery service to all the customers registered with Brown's Pharmacy under the POYC scheme. As part of the...,positive,0.7132719159126282
MaltaPost supports the fight against COVID-19,2020-04-09 19:31:00,"In trying times such as these, MaltaPost has risen to the challenge that the Covid-19 Pandemic continues to pose. We remain open for business and our dedicated teams of postmen and women have...",positive,0.8760010600090027
APS Bank prioritises well-being of its employees,2020-04-09 19:13:00,"During these challenging times when much attention is focused on the various channels of assistance to retail and commercial customers, APS Bank has also been extending its unwavering support to staff...",positive,0.9313501119613647
Melita increases support for key workers and vulnerable families,2020-04-09 19:08:00,"Melita Limited is taking a series of actions to support key workers and vulnerable families affected by the Covid-19 outbreak. All key workers who are Melita customers are being given additional data,...",neutral,0.586463451385498
Emirates SkyCargo scales up network and operations for transport of essential commodities,2020-04-09 16:03:00,"Keeping up its unwavering commitment to deliver food, medical supplies and other essential commodities to markets across the world during the Covid-19 pandemic, Emirates SkyCargo has rapidly scaled up...",positive,0.8677701950073242
"Real Estate Agents, Property Brokers and Property Consultants Act 2019 at final consultation phase",2020-04-09 14:59:00,"Real estate industry regulation moved a step closer to reality recently, when the Real Estate Agents, Property Brokers and Property Consultants Act 2019 reached its final consultation phase. ""The...",neutral,0.776012122631073
Saudi and Russia to lead oil output talks,2020-04-09 14:00:00,"The Maltese market closed in the red on Wednesday with MSE total index ending the session 1.563% lower to 7,714.138 points. None of the stocks had a positive performance, while the biggest fall was...",negative,0.9733879566192627
Update on MeDirect investment centres opening hours,2020-04-09 10:53:00,"MeDirect's priority during the current pandemic is to protect the health of its employees and clients. Therefore, as from the 14th April 2020, the bank's investment centres will be open from 08:30 to...",neutral,0.9369412064552307
Markets pull U-turn,2020-04-08 14:27:00,"US markets made a sharp last minute turn-around and closed lower on Tuesday, with the major indices erasing their near 4 percent highs seen earlier during the session. The Dow Jones Industrial Average...",negative,0.9657412171363831
Impact of COVID-19 on the Maltese Securities Market,2020-04-08 09:29:00,The Malta Financial Services Authority (MFSA) is continuously engaging with the Malta Stock Exchange and is closely monitoring the impact of the recent outbreak of COVID-19 on the local Regulated...,positive,0.7632472515106201
Koch Industries closes nearly $13B Infor acquisition,2020-04-07 10:55:00,"The Maltese market closed in the red on Monday, with the MSE total index ending the session 0.497% lower to 7,823.783 points. None of the stocks had a positive performance, while the sbiggest fall was...",negative,0.9729370474815369
Euro area Business Banking – current challenges,2020-04-07 10:23:00,"The main factor behind this deterioration of business-friendly banking in the EU is the onus that authorities have put onto financial institutions. Banks, as well as other 'Subject Persons', have been...",negative,0.7763208746910095
Signing of MOU between Malta Business Registry and competent authorities,2020-04-06 19:03:00,"Malta Business Registry (MBR) and Competent Authorities in accordance with the PMLPTR, namely the Malta Financial Services Authority (MFSA), Malta Gaming Authority (MGA), and Sanctions Monitoring...",neutral,0.9334134459495544
HR Connect: We need to take care of those who take care of us!,2020-04-06 16:37:00,"In a very short span of time, our lives have all changed drastically. We are living through unprecedented circumstances and while we may have lost our freedom for the time being, it is greatly...",negative,0.7377527952194214
Bank of Valletta increases daily limit of mobile to mobile payments,2020-04-06 16:10:00,"With immediate effect, Bank of Valletta is increasing the daily limit on mobile to mobile payments effected through its BOV Mobile App from €500 to €1000. Customers can now pay for...",positive,0.7532936334609985
Markets fall on US employment fears,2020-04-06 11:50:00,"US markets ended the week lower on Friday after the release of the monthly US employment report showed large job losses in March. The Dow Jones Industrial Average lost 360.91 points, 1.7 percent, to...",negative,0.9753241539001465
The Malta Development Bank launches the MDB COVID-19 Guarantee Scheme,2020-04-04 15:27:00,The Malta Development Bank (MDB) has just launched the MDB COVID-19 Guarantee Scheme (CGS). The CGS is a key component of the wider package of Government's COVID-19 Response Support...,neutral,0.7723621129989624
5 BOV branches will be open on Saturday,2020-04-03 20:40:00,"Bank of Valletta p.l.c. has announced that on Saturday 4th April 2020, the following Branches will be open between 9.00am-12.30pm.  Paola Naxxar Zejtun Zebbug Victoria Gozo  Customers are once...",neutral,0.949181318283081
Volatility returns to the markets,2020-04-03 14:37:00,"US markets recovered from earlier losses and closed higher on Thursday as stocks were boosted by a strong rally in oil prices. The Dow Jones Industrial Average gained 469.93 points, or 2.2 percent, to...",positive,0.9451221227645874
Malta launches first Numismatic Society,2020-04-03 13:38:00,Malta has launched the first non-profit Numismatic Society to encourage and promote the study and collection of numismatic material and exonumia. The Malta Numismatic Society is proud to have...,positive,0.6213448643684387
MFSA rolls out its Supervisory and Enforcement Effectiveness Dashboard,2020-04-03 11:39:00,"The Malta Financial Services Authority today rolled out a new Supervisory and Enforcement Dashboard, highlighting the key performance indicators with respect to regulatory oversight and...",positive,0.6001874804496765
The effect of COVID-19 on the financial markets discussed in a MeDirect Masterclass webinar,2020-04-03 11:07:00,The current financial markets' environment and the effect of the Coronavirus pandemic on investment decisions were the topics of an insightful and interactive medirectalk Masterclass session organised...,neutral,0.8785990476608276
ANCHOVY. selected as finalist of The Drum Advertising Awards 2020,2020-04-03 09:29:00,"ANCHOVY. Studios has been praised by the largest media and marketing website in Europe, The Drum, after being selected as an official finalist of The Drum Digital Advertising Awards Europe 2020...",positive,0.9358993172645569
"JCI Malta’s ‘Buy a Meal’ initiative raises over €10,000 in a week",2020-04-02 15:23:00,"When 'Buy a Meal' was launched on 24 March, no one could have imagined the enormous impact that it would have on the community. In just seven days JCI Malta raised over €10,000 in donations...",neutral,0.6791067719459534
Atlas Insurance’s service promise throughout the pandemic,2020-04-02 15:20:00,"Atlas Insurance is committed to its clients, employees and shareholders and is doing its utmost to continue operating on a business as usual basis during the COVID-19 pandemic, whilst ensuring that...",positive,0.8248993754386902
"HSBC Malta announces extended online service support, changes to service offering",2020-04-02 15:14:00,"HSBC Malta has launched a series of measures as part of its efforts to keep both its customers and employees safe and protected during the COVID-19 outbreak.  During these challenging times, the...",positive,0.903414249420166
RE/MAX Malta makes online training available to the public,2020-04-02 14:40:00,"As part of its on-going Digital Solidarity campaign, RE/MAX Malta will be offering free real estate training webinars to the general public every Monday and Wednesday starting from 6 April...",neutral,0.8200504779815674
SoftBank abandons plan for $3bn WeWork tender offer,2020-04-02 10:51:00,"The Maltese market closed in the green on Wednesday, with MSE total index ending the session 1.629% higher to 7,887.544 points. The best performer was HSBC Bank Malta plc with 11.11% surge to close at...",positive,0.9350050091743469
COVID-19 investigation: MAPFRE to donate €5m to the Spanish National Research Council,2020-04-01 15:19:00,"MAPFRE will donate five million euros to the Spanish National Research Council (CSIC) to accelerate research in Spain and, especially, investigations related to COVID-19. The contribution will allow a...",positive,0.8377922177314758
Markets end mixed as virus takes toll,2020-04-01 11:34:00,"US markets closed lower on Tuesday, ending a wild first quarter as concerns over the ongoing coronavirus pandemic overshadowed policymakers' attempts to easy the risks of economic damage. The Dow...",negative,0.9611208438873291
BOV follows ECB recommendations on dividend distribution for all European Banks,2020-04-01 11:32:00,"Bank of Valletta announced, on 18 March 2020, the intention to propose, subject to regulatory approval, a final gross dividend of €0.026 per share (equivalent to a final net dividend of...",neutral,0.6060925126075745
Monaco Telecom completes Vodafone Malta acquisition,2020-04-01 11:28:00,"Monaco Telecom, which today completed its acquisition of Vodafone Malta for an enterprise value of €250 million, will focus on driving network investment and innovation to broaden its appeal...",positive,0.8742337822914124
GoTo provides Red Cross with four vehicles,2020-04-01 11:23:00,"Across the globe, companies and NGOs are stepping up action for their communities to help people stay as safe as possible amid the Covid-19 outbreak. Locally, car-sharing pioneer GoTo is one of...",positive,0.7640799283981323
"Cool promotes safer rides, free travel for volunteers",2020-03-31 09:55:00,Cool is at the forefront to continue servicing individual and business clients as well as the community it operates in during these unprecedented times. The ride-pooling company is committed to...,positive,0.6439759135246277
GO there for the business community in times of crisis,2020-03-30 19:10:00,"Over the past weeks, as most companies have been pushed into operating remotely, GO has been assisting countless of its business customers ranging from financial services companies, to banks to real...",neutral,0.728663444519043
This is not goodbye: Emirates ground crews give an emotional send-off to last flights,2020-03-30 18:59:00,"Last week Emirates ground crews around the world bid farewell to their last operating flights back to Dubai. EK 005 to London Heathrow, which departed at 1605hrs on 24 March was the last flight to...",neutral,0.8730581402778625
Markets retreat after strong surge,2020-03-30 13:57:00,"US markets close lower on Friday after posting double-digit gains last week as the number of US coronavirus cases surpassed those in China. The Dow Jones Industrial Average fell 915.39 points, or 4.1...",negative,0.9755628108978271
Coronavirus bursting the corporate debt bubble,2020-03-29 14:29:00,"As the world grapples the destructive forces of Covid-19, fears that it will accelerate a global economic recession have been rapidly heightened. The coronavirus has been shutting down businesses,...",negative,0.9562987685203552
Malta Business Bureau welcomes €48 million support from EU during Covid-19 crisis,2020-03-28 13:37:00,The Malta Business Bureau welcomes the approval of emergency measures by the Council of the EU and the European Parliament to provide support during the Covid-19 crisis. Following Council's approval...,positive,0.8988937735557556
BNF Bank plc: Supporting our customers every step of the way,2020-03-27 19:02:00,"Dear Customer,   We're closely monitoring the rapidly evolving situation with COVID-19 and we'll continue responding with solutions to support you in these difficult and challenging...",positive,0.8538311719894409
ARMS temporarily close front offices,2020-03-27 15:12:00,"In light of recent Covid-19 developments and restrictions, we would like to inform the public that as from Monday 30 March, ARMS Customer Branches in Blata l-Bajda, Valletta and Gozo will be...",neutral,0.9375243782997131
Bank of Valletta introduces changes to deposits,2020-03-27 14:56:00,"Following recent developments related to COVID-19 and the Central Bank of Malta Directive 17, Bank of Valletta is announcing that with effect from 28th March, it will be introducing further measures...",neutral,0.7476816773414612
Liquigas fully stocked up to supply gas according to demand,2020-03-27 14:21:00,"With the onset of Covid-19, and the preventive measures being taken in Malta, Liquigas Malta is guaranteeing a reliable, safe and adequate LPG supply for consumers, operators and distributors through...",positive,0.8810898661613464
Markets continue their surge,2020-03-27 12:41:00,"Markets continue to surge on stimulus hopes and Ford plans production for April US markets surged higher on Thursday, closing up for the third day in a row as investors took comfort from the...",positive,0.9428175687789917
Bank of Valletta increases its ‘Business Assist’ fund to €20 million,2020-03-26 17:30:00,The Bank is highly conscious of the difficulties that businesses are facing in the current COVID-19 scenario. Reaffirming its strong commitment to continue extending its support in these challenging...,positive,0.9274060130119324
Swiss exchange SIX to Acquire BME,2020-03-26 13:04:00,"The Maltese market closed in the green on Wednesday, with MSE total index ending the session 1.052% higher to 7,659.688 points. The best performer was the Malta International Airport plc with 5.29%...",positive,0.9379586577415466
'eCabs Delivers' service launched,2020-03-26 10:25:00,"As Government announced further restricting measures for most merchants and retail operators, eCabs is launched a new delivery service to assist all shops classified as 'non-essential' who are closed...",positive,0.5703637003898621
Coronavirus: Central Bank of Malta issues directive on cheques,2020-03-26 09:59:00,"Following the advice of national health authorities for persons to remain indoors as much as possible, the Central Bank of Malta has issued a Directive on important measures concerning cheques which...",neutral,0.7896899580955505
Coronavirus: Economy could contract by up to 10 percentage points - Scicluna,2020-03-25 20:36:00,"Malta's economy could decrease by up to 10 percentage points as a result of the Covid-19 crisis, Finance Minister Edward Scicluna said on Wednesday. Speaking in Parliament about the economic...",negative,0.9649653434753418
MFSA Warning: COINMALEX - Unlicensed Exchange,2020-03-25 19:17:00,"The Malta Financial Services Authority (""MFSA"" or ""the Authority"") has become aware of an entity operating under the name of COINMALEX which has an internet presence...",neutral,0.9229106307029724
MFSA Warning: Crypto Foxtrades – Unlicenced Exchange,2020-03-25 19:12:00,"The Malta Financial Services Authority (""MFSA"" or ""Authority"") has become aware of an entity operating under the name of Crypto Foxtrades which has an internet presence...",neutral,0.9105291962623596
Malta Bankers’ Association – COVID-19 developments and references to a windfall tax,2020-03-25 19:08:00,The Malta Bankers' Association (MBA) has been meeting regularly and keeping in constant touch with the Maltese authorities to provide its support in connection with the developing COVID-19 situation....,positive,0.7414208650588989
Bank of Valletta committed to support its customers,2020-03-25 15:05:00,"Bank of Valletta is committed to continue supporting its customers who are being adversely hit by the current COVID-19 scenario, whether this is affecting their employment or business...",positive,0.7507429718971252
Dow notches largest single-day point gain,2020-03-25 11:48:00,US markets soared on Tuesday amid growing optimism that the US Congress will agree on a fiscal stimulus package aimed at fighting the economic impact of the current virus pandemic. The Dow surged...,positive,0.9191787242889404
Bank of Valletta increases limits of its contactless cards,2020-03-25 09:23:00,"With immediate effect, Bank of Valletta is increasing the contactless limit on all its EPOS terminals and BOV Cards to €50. Customers will now be able to pay for purchases of up to €50...",positive,0.8206251859664917
Unlimited Quantitative Easing as the Fed goes all-in,2020-03-24 12:18:00,"The US Federal Reserve announced unlimited bond and mortgage-backed securities purchases in a sweeping addition to earlier emergency moves.  While US Markets initially spurted higher, the rally...",positive,0.9182376861572266
"Home alone – energised with adrenaline, coffee and memories",2020-03-24 09:49:00,"Like thousands of other workers, I am obeying strict medical orders to stay and work from home to avoid mingling with others so as to help contain the spread of the Covid-19 virus. In just two...",neutral,0.4897572994232178
Lombard Bank directors approve financial statements for financial year ending December 2019,2020-03-23 17:09:00,The Board of Directors of Lombard Bank Malta p.l.c. (the ‘Bank’) has today approved the audited financial statements for the financial year ended 31 December 2019 and resolved that these...,neutral,0.8933473825454712
Markets end week lower,2020-03-23 16:53:00,"US markets ended the week lower on Friday as another volatile session battered stocks. The Dow Jones Industrial Average fell 913.21 points, or 4.6 percent, to 19,173.98 while the S&P 500 index...",negative,0.9731299877166748
Lombard Bank to grant 12-month moratorium on 80% of home loan repayment for customers in difficulty,2020-03-23 15:08:00,"Lombard Bank said that it will assist those of its Home Loan customers whose resources may be negatively affected by the COVID-19 pandemic.  ""In the case of those who may face difficulty in...",positive,0.7880377173423767
BOV says it will assist smaller businesses with working capital and moratoria on loan repayments,2020-03-23 14:07:00,"BOV has said that it will assist smaller businesses in terms of working capital finance and moratoria. The Malta Independent asked BOV whether, due to the fact that some people might lose their...",negative,0.8431929349899292
"'Customers can apply for a 3-month moratorium on home, personal loans' - HSBC",2020-03-23 13:10:00,"HSBC Malta has launched a series of measures to support personal customers, employed in a range of sectors, who may be affected by the current COVID-19 outbreak. These measures which are...",positive,0.7814074754714966
