headline,date,time,description,sentiment,sentiment_score
Moody’s issues eurozone credit warning,"November 28, 2011",4:06 am CET,Credit-rating agency says sovereign-debt crisis is putting all eurozone countries at risk.,neutral,0.9284167885780334
Deal struck on Belgian budget,"November 28, 2011",3:05 am CET,Budget agreement clears the way for formation of a government.,positive,0.5285959243774414
Barroso says there is still no solution to debt crisis,"November 25, 2011",10:19 am CET,European Commission president says it is essential that the European Central Bank stays independent.,negative,0.5499265193939209
Fears that debt crisis is spreading to banks,"November 23, 2011",10:19 pm CET,Record levels of bank borrowing from ECB; finance ministers to discuss recapitalisation.,negative,0.9338474869728088
Commission seeks greater budget oversight,"November 23, 2011",10:19 pm CET,The European Commission is seeking far-reaching powers to intervene in the fiscal policies of member states of the eurozone.,positive,0.6380007863044739
Member states get their way on budget,"November 23, 2011",10:15 pm CET,Council and MEPs reach deal on 2012 budget; agreement first under Lisbon treaty rules.,neutral,0.837418258190155
In the news for the wrong reasons,"November 23, 2011",10:12 pm CET,Even the US public is paying attention to the eurozone crisis. But will the US’s and EU’s shared problems prompt  joint  initiatives?,negative,0.5761017203330994
Fiscal reformer,"November 23, 2011",9:48 pm CET,Ireland’s finance minister faces the toughest challenge of his difficult career.,neutral,0.9218939542770386
"Pay attention, Gordon","November 23, 2011",9:07 pm CET,"Former British prime minister changes his opinion. Compare and contrast: Gordon Brown, UK finance minister, speaking to a conference organised by the Wall Street Journal Europe, 24 …",neutral,0.8849732279777527
Barroso seeks stronger economic powers,"November 23, 2011",12:32 pm CET,"Governments could be told to revise budgets, seek bail-outs.",positive,0.8150611519813538
Barroso backs Monti to deliver reforms,"November 22, 2011",9:03 am CET,,positive,0.5344477295875549
A tough job for Mr Monti,"November 22, 2011",6:43 am CET,,negative,0.8735432624816895
Papademos says Greece will implement reforms,"November 21, 2011",8:47 am CET,,positive,0.7206132411956787
Crushing victory for Spanish centre-right,"November 21, 2011",2:22 am CET,,neutral,0.4467202126979828
Ministers get their way on EU’s 2012 budget,"November 19, 2011",2:58 am CET,,neutral,0.8865270614624023
Cross-border banking in the balance,"November 18, 2011",11:00 pm CET,,neutral,0.8961509466171265
Hungary asks EU and IMF for financial support,"November 18, 2011",6:26 am CET,Finance ministry says support would promote economic growth.,positive,0.5007903575897217
Ministers and MEPs battle over 2012 budget,"November 18, 2011",2:36 am CET,European Parliament seeks 5.23% increase in funds for next year.,negative,0.6696524024009705
Splits emerge over multi-layered EU,"November 16, 2011",10:20 pm CET,Deep divisions are emerging among the member states of the European Union in response to calls from Germany for greater political and economic integration.,neutral,0.7487702369689941
Barroso says Eurobonds will ‘be seen as natural’,"November 16, 2011",10:19 pm CET,Commission president says he will present a green paper on ‘euro stability bonds’ next week.,neutral,0.8160750865936279
Decision looms on staff pay rise,"November 16, 2011",10:19 pm CET,Commission to decide next week on scrap a planned salary increase for all EU officials.,negative,0.7697376012802124
Barroso: economic reforms must be put on fast track,"November 16, 2011",10:19 pm CET,"Single Market Act essential for regaining markets’ trust, while Parliament and Council are urged to speed up work.",neutral,0.726241409778595
Commission told to put ITER and GMES back into spending plan,"November 16, 2011",10:13 pm CET,France leads calls for changes to multiannual financial framework.,neutral,0.8899131417274475
MEPs demand explanations from the worst managers of EU money,"November 16, 2011",10:11 pm CET,"Stung by criticism from the European Union’s auditors, the European Commission has named the Czech Republic, Italy and Spain as the worst managers of EU money. Members …",neutral,0.6031273603439331
There may be (even more) trouble ahead,"November 16, 2011",9:49 pm CET,"The overall outlook for growth in the EU has deteriorated, but there are variations across the continent.",negative,0.9478424191474915
A conference of rival options,"November 16, 2011",9:21 pm CET,The eurozone dominates the Dahrendorf Symposium.,neutral,0.9079657196998596
New Greek government wins confidence vote,"November 16, 2011",12:38 pm CET,Papademos gets support of 255 MPs.,neutral,0.5449851751327515
Monti names team to rescue Italy,"November 16, 2011",7:07 am CET,Former commissioner to be economy and finance minister.,neutral,0.7569383382797241
Court rejects Gibraltar tax code,"November 15, 2011",8:32 am CET,European Court of Justice says proposed changes constitute unlawful state aid.,negative,0.5003767013549805
Merkel calls for ‘more Europe’,"November 15, 2011",1:37 am CET,German chancellor warns of Europe’s ‘toughest hour’.,neutral,0.6937429308891296
Monti asked to form Italian government,"November 13, 2011",1:54 pm CET,Former European commissioner to lead government after Berlusconi’s resignation.,neutral,0.9313218593597412
Italy’s Senate backs austerity plans,"November 11, 2011",7:40 am CET,Approval means a new government is a step closer.,negative,0.47754108905792236
ECB’s Bini Smaghi quits,"November 11, 2011",3:25 am CET,Board member bows to pressure from French and Italian governments.,negative,0.7725425362586975
The ECB’s risky business,"November 11, 2011",1:30 am CET,The segmentation of Europe’s banking system along national lines risks overburdening the European Central Bank.,negative,0.5619534850120544
Papademos to head Greek government,"November 10, 2011",7:32 am CET,Former European Central Bank vice-president chosen to take over from George Papandreou.,neutral,0.9457550644874573
EU warns of recession,"November 10, 2011",5:43 am CET,"Growth has come to a standstill, Commission says, as five member states are told to do more to cut deficits.",negative,0.8180569410324097
Italian growth ‘at risk’ if interest rates remain high,"November 10, 2011",5:07 am CET,Olli Rehn says high interest rates on Italian government debt would have a damaging long-term effect.,negative,0.8879712820053101
Italy’s woes leave the eurozone on the brink,"November 9, 2011",10:20 pm CET,The fate of the European single currency hangs on whether Italy can persuade the bond markets that it is serious about taking action to bring its levels of debt under control.,negative,0.8920590281486511
MEPs seek greater role in tackling eurozone debt crisis,"November 9, 2011",10:19 pm CET,Parliament to step up ‘level of reporting’ on Commission and Council decision.,positive,0.774937093257904
A French farce,"November 9, 2011",10:10 pm CET,No agreement on how to solve the crisis as other issues were pushed to the sidelines.A bad trip to the French coastTaking charge of the crisisG20 DiaryNo deal on transactions taxHow could Greece leave the euro?Greek democracy ‘at gunpoint’,neutral,0.9115246534347534
In from the cold – at last,"November 9, 2011",10:08 pm CET,,neutral,0.4859335124492645
Conservative tactician,"November 9, 2011",10:01 pm CET,,neutral,0.8837159276008606
Europe’s internal and external anguish,"November 9, 2011",10:00 pm CET,,neutral,0.8288792967796326
Clash of the failed titans,"November 9, 2011",9:44 pm CET,,neutral,0.599034309387207
How could Greece leave the euro?,"November 9, 2011",9:40 pm CET,,neutral,0.8598657846450806
Greek democracy ‘at gunpoint’,"November 9, 2011",9:39 pm CET,,neutral,0.4813745319843292
A bad trip to the French coast,"November 9, 2011",9:30 pm CET,G20 winners and losers.,negative,0.9111550450325012
Robin Hood tax is here to stay,"November 9, 2011",9:20 pm CET,Financial tax could help the world’s poorest.,neutral,0.9214694499969482
No deal on transactions tax,"November 9, 2011",9:12 pm CET,US and UK still oppose tax.,neutral,0.9064401984214783
Taking charge of the crisis,"November 9, 2011",9:10 pm CET,The emergence of the Frankfurt Group.,neutral,0.9276424050331116
G20 Diary,"November 9, 2011",9:10 pm CET,What happened in Cannes.,neutral,0.8936784267425537
Commission’s monitoring team heading to Italy,"November 8, 2011",11:27 am CET,Rehn describes ‘very worrying’ situation in Italy and demands answers to 40 questions from finance minister.,neutral,0.9124049544334412
Papademos set to take over from Papandreou,"November 8, 2011",9:27 am CET,Former central banker seen as best choice to lead Greek interim government.• From physics to economics: a profile of Lucas Papademos,neutral,0.945145308971405
EU demands swift action from Greek government,"November 7, 2011",4:17 pm CET,Incoming national unity government urged to restore ‘lost confidence’.,positive,0.7314007878303528
Italy under pressure to push through reform plans,"November 7, 2011",8:28 am CET,Finance ministers’ meeting this evening to hear about Italian government’s austerity plans.,negative,0.6051492094993591
Papandreou makes way for national-unity government,"November 7, 2011",2:22 am CET,Main opposition party to enter government after prime minister steps down; election within months.Papandreou wins vote of confidence,neutral,0.7031722068786621
Papandreou wins vote of confidence,"November 4, 2011",6:31 pm CET,"Despite victory, Greek prime minister is expected to step down to make way for national unity government; participation of centre-right opposition in doubt.",neutral,0.6934133768081665
G20 fails to lift the gloom,"November 4, 2011",3:20 pm CET,A summit high on drama – but there was little progress on how to tackle the eurozone’s sovereign-debt crisis.,negative,0.7044451832771301
World leaders at odds on financial tax,"November 4, 2011",12:44 pm CET,France says that EU should press ahead unilaterally to introduce a financial transaction tax.,negative,0.5295436382293701
No G20 plan for eurozone,"November 4, 2011",12:22 pm CET,World’s most powerful economies limit their commitments to promise of support ‘if necessary’.,neutral,0.8933850526809692
Italy ‘requests’ IMF checks,"November 4, 2011",9:03 am CET,"Monitoring team to verify implementation of austerity measures, tax cuts and structural reforms.",neutral,0.7720854878425598
G20 talks on ’a knife edge’,"November 4, 2011",6:51 am CET,Obama wants proof that eurozone countries are capable of bringing debt crisis under control.,negative,0.5471246242523193
EU calls for ‘unity’ in Greece,"November 3, 2011",3:50 pm CET,Presidents of the European Council and Commission urge Greeks to unite behind rescue plan.,neutral,0.7380791902542114
Papandreou says no need for referendum,"November 3, 2011",12:04 pm CET,"Centre-right opposition now backs eurozone bail-out, says Greece’s prime minister.Papandreou calls off referendum",neutral,0.9169383645057678
Greek crisis overshadows G20 talks,"November 3, 2011",8:41 am CET,Eurozone’s largest members hold ‘intense’ talks about Greek crisis before G20 summit begins.,negative,0.7123580574989319
ECB cuts interest rates,"November 3, 2011",7:57 am CET,European Central Bank moves to stave off recession and limit the impact of the eurozone crisis.,negative,0.8684430122375488
Venizelos: vote should not decide Greece’s euro role,"November 3, 2011",4:39 am CET,"Greek finance minister contradicts Merkel, Sarkozy and his own prime minister.",neutral,0.9160071015357971
A deal in need of detail,"November 2, 2011",11:59 pm CET,"Deal struck in the early hours of the morning; initial reaction from the markets was positive.Greek bail-out success rests on outcome of private-sector talksAgreement on bank recapitalisationIn search of salvationGreater integration, but at what price?Berlusconi gets approval for austerity package, but is still under pressure",neutral,0.683584988117218
Eurozone crisis to top summit agenda,"November 2, 2011",11:19 pm CET,But other issues are also on the agenda in Cannes.,neutral,0.759155809879303
EU auditors to criticise regional aid spending,"November 2, 2011",11:19 pm CET,"Concern over error rate in cohesion payments, but progress is made in other spending areas.",negative,0.9073649644851685
Commission tries to help SMEs take on the world,"November 2, 2011",11:19 pm CET,,neutral,0.7954063415527344
An impulsive move that puts rescue at risk,"November 2, 2011",11:00 pm CET,,negative,0.601872444152832
"Greater integration, but at what price?","November 2, 2011",10:49 pm CET,,neutral,0.8590166568756104
In search of salvation,"November 2, 2011",10:44 pm CET,,neutral,0.8828687071800232
The stoical analyst,"November 2, 2011",10:44 pm CET,,neutral,0.6617701649665833
In uncharted territory,"November 2, 2011",10:39 pm CET,,neutral,0.656375527381897
Greek bail-out success rests on outcome of private-sector talks,"November 2, 2011",10:30 pm CET,"Deal is praised, but a great amount of work needs to be done.",positive,0.8931454420089722
Simpler EU VAT rules could boost trade and growth,"November 2, 2011",10:22 pm CET,Report says half of Europe’s businesses feel they do not operate in a business-friendly environment.,positive,0.937656819820404
Greece ‘could leave eurozone’,"November 2, 2011",7:07 pm CET,Nicolas Sarkozy and Angela Merkel raise the stakes on eve of G20 meeting following Greece’s decision to call a referendum on eurozone package.,negative,0.7046167254447937
Greek chaos threatens Italy,"November 2, 2011",6:00 pm CET,Greek referendum plans could lead to fall of Italy’s government.,negative,0.8167098164558411
Call for unity ahead of Greek crisis talks,"November 2, 2011",10:39 am CET,Emergency talks to be held in Cannes ahead of G20 summit.,neutral,0.8499231338500977
Canned in Cannes?,"November 2, 2011",5:00 am CET,The eurozone crisis confirms many of the Obama administration’s instincts about today’s world order.,neutral,0.7959741353988647
Angry reaction to Greek referendum plan,"November 1, 2011",9:13 am CET,Greek prime minister’s decision prompts a party rebellion and creates anxiety on the markets.Papandreou calls referendum on rescue deal,negative,0.8804629445075989
Papandreou calls referendum on rescue deal,"November 1, 2011",3:43 am CET,EU deal will be put to a parliamentary vote of confidence and to a popular referendum.,neutral,0.7317680716514587
Britain’s path of denial,"October 31, 2011",5:36 am CET,Cutting spending can stimulate growth – but it will not in the UK’s case.,neutral,0.7830219268798828
Danes oppose a two-tier EU,"October 29, 2011",3:00 am CET,Denmark’s European affairs minister says splitting the EU in two clubs is step in the wrong direction.,neutral,0.5708612203598022
EU seeks Chinese money,"October 28, 2011",4:56 am CET,The head of the EU’s bail-out fund is trying to convince Beijing to support the eurozone rescue package.,neutral,0.9147887229919434
More detail needed,"October 27, 2011",8:47 am CET,The eurozone rescue package is progress but is not yet a decisive response to the crisis.,neutral,0.9352625012397766
MEPs call for closer economic union,"October 27, 2011",7:59 am CET,"MEPs press for additional, faster steps to stabilise the eurozone, following EU deal on debt management.",neutral,0.6698753237724304
Rehn gets more powers over economy and euro,"October 27, 2011",5:54 am CET,Economic and monetary affairs commissioner to get wider remit to monitor national fiscal policies.,neutral,0.8658575415611267
Markets rally on eurozone deal,"October 27, 2011",4:40 am CET,Asian markets close with gains; European shares rise in early trading.,negative,0.48720166087150574
Eurozone summit proclaims bail-out fund of €1 trillion,"October 26, 2011",10:38 pm CET,"Leaders agree in principle on strengthening EFSF.
Banks to take 50% hair-cut on Greek bonds.● What they agreed",positive,0.6935364007949829
Gaullist hopeful,"October 26, 2011",10:30 pm CET,France’s finance minister has a domestic role in a global crisis.,neutral,0.9125226140022278
A democratic foundation for the single currency,"October 26, 2011",10:21 pm CET,The eurozone has to address its democratic deficit as well as its sovereign debt.,neutral,0.7942706942558289
Commission seeks to close €1.1bn funding gap,"October 26, 2011",10:19 pm CET,Money is needed to cover shortfall in EU budget; funds to be used for research projects.,positive,0.9050449132919312
Swiss tax deals under the microscope,"October 26, 2011",10:10 pm CET,Commission prepared to get tough over banking deals.,neutral,0.921565592288971
"Reducing current pains, preventing future crises","October 26, 2011",9:40 pm CET,Five essential features of a comprehensive package of measures to help the eurozone in good times and bad.,neutral,0.8500202298164368
European banks have capital shortfall of €106bn,"October 26, 2011",6:11 pm CET,European Banking Authority says banks need temporary capital buffer to ‘withstand shocks’.,negative,0.9182329773902893
EU leaders reach deal on bank recapitalisation,"October 26, 2011",2:03 pm CET,Scheme requires big banks to have 9% of capital by June as a one-off stabilisation measure.,positive,0.7901024222373962
ECB braced to buy more debt as euro crisis goes to the wire,"October 26, 2011",1:30 pm CET,Mario Draghi calls on eurozone governments to ‘activate immediately’ existing agreements.,positive,0.7935574650764465
Summit to save the euro gets under way,"October 26, 2011",11:35 am CET,,neutral,0.6009790301322937
EU finance ministers’ meeting cancelled,"October 25, 2011",8:50 am CET,,neutral,0.8440113663673401
Cameron hit by backbench rebellion over EU,"October 25, 2011",1:31 am CET,,negative,0.9077509045600891
MEPs to hold urgent eurozone talks,"October 24, 2011",10:56 am CET,,neutral,0.9191052317619324
No agreement on strengthening bail-out fund,"October 23, 2011",4:49 pm CET,,neutral,0.6788002848625183
Call to boost IMF lending power,"October 23, 2011",4:29 pm CET,,positive,0.8557859063148499
"Eurozone breakthrough on Wednesday, says Merkel","October 22, 2011",1:35 pm CET,"Germany’s chancellor says eurozone finance ministers have made “progress”, and “far-reaching decisions” will be taken “by Wednesday”.",neutral,0.5035678148269653
Banks face bigger haircuts on Greek debt,"October 22, 2011",4:52 am CET,EU finance ministers considering big increase in involvement of private sector in bail-out of Greece.,negative,0.9308823347091675
Greece to get next €8bn loan tranche,"October 21, 2011",3:01 pm CET,Eurozone’s finance ministers welcome Greece’s progress but warn of worsening economy.,neutral,0.5291386842727661
Eurozone crisis meeting gets under way,"October 21, 2011",9:13 am CET,"Finance ministers discussing Greek bail-out, stronger crisis response.",neutral,0.7776809334754944
France-Germany announce second EU summit,"October 20, 2011",1:00 pm CET,Merkel and Sarkozy statement says second European Council will be held by Wednesday at the latest.,neutral,0.9010019302368164
MEPs to endorse 5.2% budget increase,"October 20, 2011",11:19 am CET,Parliament wants €133bn for the EU budget as MEPs argue more money is needed for jobs and growth.,neutral,0.6065459251403809
It’s all about jobs,"October 20, 2011",8:22 am CET,Why Poland has called a special conference to discuss the EU’s long-term budget.,neutral,0.9241752028465271
World awaits deal from euro showdown,"October 19, 2011",10:20 pm CET,All eyes on Brussels as the EU seeks to resolve the long-running crisis.Bail-outs and banks will dominate summit talksJobs and growth,neutral,0.7370507717132568
EU urges China to open public-contract market,"October 19, 2011",10:16 pm CET,EU firms prevented from competing for contracts.,neutral,0.5110888481140137
Bail-outs and banks will dominate summit talks,"October 19, 2011",10:02 pm CET,Weekend of meetings aims to tackle debt crisis.,neutral,0.9138281345367432
Jobs and growth,"October 19, 2011",10:01 pm CET,Eurozone crisis is not the only item on the summit agenda.,neutral,0.8949099183082581
The global jobs challenge,"October 19, 2011",10:01 pm CET,The effects of the market need to be modified to ensure that income is more evenly distributed.,neutral,0.7210128903388977
A change to the blueprint,"October 19, 2011",9:40 pm CET,Germany’s leaders need to remind voters that they have everything to lose from European disunity.,neutral,0.881790041923523
"The EU, not the G20, must settle eurozone crisis","October 19, 2011",9:17 pm CET,The G20 is usually doomed to disappoint.,neutral,0.9278395175933838
Fight club,"October 19, 2011",9:05 pm CET,"Bruising budget talks lie ahead. Fans of rugby, cage fighting and other violent sports are eagerly awaiting the arrival of Jon Cunliffe as the UK’s next permanent …",neutral,0.83515465259552
Barroso wants project bonds to boost growth,"October 19, 2011",1:45 pm CET,Pilot scheme aims to attract capital-market investments and will be launched in co-operation with the EIB.,positive,0.8273105621337891
EU agrees deal on credit-default swaps,"October 18, 2011",3:15 pm CET,Member states and MEPs reach compromise to restrict speculation as part of limits on short-selling.,positive,0.6279723644256592
Germany lowers hopes of eurozone solution,"October 17, 2011",3:28 pm CET,Chancellor and finance minister play down expectation that European Council will provide definitive response.,negative,0.7769618034362793
G20 puts pressure on eurozone leaders,"October 15, 2011",11:39 am CET,G20 finance ministers say that action must be taken at 23 October European Council.,negative,0.9072155952453613
A stand-by programme for the eurozone,"October 15, 2011",1:00 am CET,The eurozone’s problems might soon become too big for the eurozone’s members to address. Enter the IMF.,neutral,0.8697372674942017
Spain’s credit rating cut,"October 14, 2011",3:44 am CET,Standard and Poor’s says downgrade is because of slow growth and a weak banking system.,neutral,0.8564778566360474
Slovakia ratifies changes to bail-out fund,"October 13, 2011",10:37 am CET,Opposition party approves EFSF after bringing down the government.,neutral,0.8371202349662781
EU leaders set deadline to resolve eurozone gridlock,"October 12, 2011",10:19 pm CET,"Leaders aiming to finalise plans to recapitalise banks, strengthen bail-out fund and deal with crisis in Greece.United front masks major disagreementsGreece to get bail-out money in NovemberBelgium agrees Dexia rescue dealTrichet warns of ‘systemic’ crisis",neutral,0.8390581607818604
United front masks major disagreements,"October 12, 2011",9:50 pm CET,Merkel and Sarkozy discuss eurozone’s future.,neutral,0.8935990929603577
"A tax on London, not the EU","October 12, 2011",9:50 pm CET,,neutral,0.9265461564064026
Belgium agrees Dexia rescue deal,"October 12, 2011",9:49 pm CET,,positive,0.6917407512664795
Financial tax can be a champion for change in global health,"October 12, 2011",9:48 pm CET,,positive,0.5575801134109497
Bad for business and bad for savers,"October 12, 2011",9:48 pm CET,,negative,0.7732234001159668
Trichet warns of ‘systemic’ crisis,"October 12, 2011",9:48 pm CET,,negative,0.763892412185669
Greece to get bail-out money in November,"October 12, 2011",9:46 pm CET,,positive,0.5977997183799744
A crisis that has become dull and monotonous,"October 12, 2011",9:40 pm CET,"With the eurozone teetering on the brink of disaster, what should be exciting has left bystanders stifling a yawn.",negative,0.7580403089523315
The IMF rides to Europe’s rescue?,"October 12, 2011",9:33 pm CET,The ECB should not take the lead in tackling the sovereign-debt crisis; there is another option.,neutral,0.8354443311691284
Anything you can do…,"October 12, 2011",9:05 pm CET,"Portugal to follow Greece and get a taskforce. What is good for Greece might be good for Portugal too, at least according to the European Commission.  In …",neutral,0.9067152738571167
Slovakia blocks eurozone bail-out fund,"October 11, 2011",5:15 pm CET,Slovak parliament prevents ratification of eurozone’s temporary rescue mechanism and votes out the government.,negative,0.6648630499839783
Greece likely to get bail-out money in November,"October 11, 2011",8:07 am CET,Troika says Greek government has made progress on economic reforms.,neutral,0.4844508767127991
Hopes fade for eurozone bail-out fund,"October 11, 2011",8:02 am CET,Slovak parliament is likely to vote against the eurozone’s temporary rescue mechanism and to vote out the government.,negative,0.7192732691764832
Trichet warns of ‘systemic’ debt crisis,"October 11, 2011",4:05 am CET,ECB chief says Europe ‘must rise to the challenge and act together swiftly’.,negative,0.8626374006271362
European Council delayed,"October 10, 2011",8:52 am CET,Summit of EU leaders postponed to give troika more time to examine Greece’s finances.,neutral,0.9341737031936646
Call for global response to eurozone debt crisis,"October 10, 2011",6:56 am CET,Barroso and Van Rompuy say Europe will be in the spotlight at meeting in Cannes.,neutral,0.6171865463256836
The ‘asset crisis’ of emerging economies,"October 8, 2011",9:52 am CET,"China needs to replace its dollar-denominated assets, writes a leading Chinese economist.",neutral,0.4608059227466583
ECB keeps rates on hold,"October 6, 2011",6:53 am CET,Trichet bows out with call to eurozone leaders to allow leverage of bail-out fund.,neutral,0.8087111711502075
A liquid Europe,"October 5, 2011",10:20 pm CET,A proper system for managing eurozone crises is emerging.,neutral,0.8927687406539917
EU readies aid plan to shore up fragile banks,"October 5, 2011",10:20 pm CET,National finance ministries and the European Commission are trying to stave off a banking crisis by preparing for a recapitalisation of the region’s weakest banks.,positive,0.6220574378967285
No agreement on how to boost bail-out fund,"October 5, 2011",10:19 pm CET,Finance ministers discuss ways to change EFSF.Deal struck on derivativesAsmussen backed for ECB roleTrichet predicts slow eurozone growth,neutral,0.7572471499443054
Fiscal threat added to reform of regional aid,"October 5, 2011",10:19 pm CET,"Commission seeks to impose sanctions, but poorer members states are likely to oppose move.",positive,0.6178581714630127
MEPs to call for 4.9% increase in 2012 budget,"October 5, 2011",10:19 pm CET,Increase ‘needed’ to fund growth and jobs strategy.,positive,0.9163962602615356
Deal struck on derivatives,"October 5, 2011",9:22 pm CET,Legislation pitted the United Kingdom against the rest of the EU.,neutral,0.9388982653617859
Asmussen backed for ECB role,"October 5, 2011",9:21 pm CET,German to replace Jürgen Stark on executive board.,neutral,0.7576494216918945
Trichet predicts slow eurozone growth,"October 5, 2011",9:20 pm CET,ECB president makes final appearance before MEPs.,negative,0.9470914602279663
Italy’s credit rating cut,"October 5, 2011",2:35 am CET,Moody’s slashes rating because of ‘economic and financial risks’.,neutral,0.8597570061683655
"Brazil, EU discuss world economy","October 4, 2011",11:41 am CET,"Rousseff calls on EU to pursue growth, not rely on austerity alone.",neutral,0.9319502115249634
Trichet predicts slow eurozone growth,"October 4, 2011",9:48 am CET,European Central Bank chief makes his final appearance before MEPs.,negative,0.9470914602279663
Finance ministers back Asmussen for ECB role,"October 4, 2011",6:48 am CET,Germany’s deputy finance minister tipped to replace Jürgen Stark on ECB executive board.,neutral,0.7867497801780701
No deal on leveraging eurozone fund,"October 3, 2011",7:24 pm CET,"Eurozone finance ministers talk of strengthening 
“financial firewall”, but do not agree to use bail-out fund to raise loans.",neutral,0.8908193707466125
Finnish win Greek collateral deal,"October 3, 2011",7:12 pm CET,,neutral,0.8728815317153931
Finance ministers postpone Greece loan decision,"October 3, 2011",6:44 pm CET,,neutral,0.4959077537059784
Leveraging EU rescue fund is ‘an option’,"October 3, 2011",11:20 am CET,,neutral,0.8810443878173828
Greece to miss deficit target,"October 3, 2011",3:08 am CET,,negative,0.9197127223014832
Debt crisis to dominate Merkel’s Commission visit,"September 30, 2011",6:36 am CET,,negative,0.5057516098022461
Bundestag backs revised eurozone bail-out fund,"September 29, 2011",5:34 am CET,,negative,0.5460039973258972
Commission tells Hungary to scrap telecoms tax,"September 29, 2011",5:31 am CET,Officials believe tax breaches EU telecoms rules.,neutral,0.6576871871948242
Further aid to Greece hangs in the balance,"September 28, 2011",10:20 pm CET,National parliaments vote on  to the eurozone’s bail-out facility and ECB/IMF team returns to Athens.,negative,0.827832818031311
Barroso calls for EU-wide financial transaction tax,"September 28, 2011",10:19 pm CET,"Financial services sector has to pay its ‘fair share’, but UK opposes tax that could come into force by 2014.",neutral,0.8709565997123718
The EU’s important taxation decision,"September 28, 2011",10:03 pm CET,"The choice is not between an FTT and no FTT, but between FTTs and increases to other taxes.",neutral,0.8095428943634033
Paying the price for a lack of control,"September 28, 2011",9:20 pm CET,It took a trip to the US to bring the eurozone crisis into sharper focus.,neutral,0.6283620595932007
Commission backs financial transaction tax,"September 28, 2011",3:36 am CET,Barroso makes announcement during ‘state of the union’ speech to MEPs.,neutral,0.9200811386108398
Greece passes controversial property tax,"September 28, 2011",2:48 am CET,Reports of eurozone split over terms of second Greek bail-out.,neutral,0.7577534317970276
Who will eclipse the US?,"September 26, 2011",12:00 am CET,How long can the US delay its inevitable decline?,neutral,0.908379077911377
Greece under pressure to push through reforms,"September 21, 2011",10:19 pm CET,Officials to make crucial visit to Athens next week; Greek authorities need €8bn by mid-October.,negative,0.48348623514175415
MEPs face decision on six-pack rules,"September 21, 2011",10:19 pm CET,Divergences remain on economic governance rules; Barroso and Ashton to address plenary.,neutral,0.7921292781829834
Ireland seeks to protect tax rate,"September 21, 2011",10:19 pm CET,Ireland wants corporation tax rate added to Croatia’s accession treaty.,neutral,0.8806115388870239
Six-pack deal reached as France backs down,"September 21, 2011",10:05 pm CET,Member states give in to Parliament’s demand.,positive,0.8928506970405579
German collectivism is a blessing,"September 21, 2011",9:50 pm CET,"Germany’s response to the eurozone crisis may be flawed, but it is better than a strategy – and holds much promise.",neutral,0.9188032746315002
The rocky road to integration,"September 21, 2011",9:33 pm CET,The eurozone needs a ‘grand bargain’ with EU outsiders to create a new system of governance for the euro.,neutral,0.7670236229896545
Yankee go home,"September 21, 2011",9:08 pm CET,US treasury secretary’s visit did not go down well with eurozone finance ministers. Before the summer and before the start of Poland’s presidency of the Council of …,neutral,0.846502423286438
Eurozone priorities,"September 21, 2011",9:03 pm CET,"Forget the crisis, there’s a plane to catch. The meeting of finance ministers in Wroclaw, Poland, on Friday and Saturday (16-17 September) was not short of things …",neutral,0.9238452315330505
Debt crisis ‘puts EU banks at risk’,"September 20, 2011",8:10 am CET,European commissioner for competition says more banks may need to be recapitalised.,negative,0.897343635559082
Italy downgrade increases eurozone pressure,"September 20, 2011",3:27 am CET,Decision by Standard and Poor’s criticised by Berlusconi.,negative,0.9451214671134949
EU ministers mull eurozone finance tax,"September 17, 2011",8:59 am CET,Strong opposition from non-eurozone countries.,neutral,0.5341091156005859
Agreement on economic governance rules,"September 16, 2011",2:24 pm CET,EU finance ministers strike compromise deal after months of talks with MEPs.,neutral,0.8514450788497925
‘Provocative’ Geithner upsets finance ministers,"September 16, 2011",2:11 pm CET,US treasury secretary’s remarks do not go down well with some eurozone ministers.,negative,0.7836748361587524
Calls for eurozone unity,"September 16, 2011",8:19 am CET,Eurozone finance ministers meet in Poland; US treasury secretary criticises member states for ‘loose talk’.,neutral,0.8691002726554871
EU economy to come to ‘near standstill’,"September 15, 2011",9:44 am CET,European Commission figures reveal that economic growth will slow right down during 2011.,negative,0.6965928077697754
Split over EU-wide financial tax plan,"September 14, 2011",10:58 pm CET,France and Germany push for tax on dealing but there is concern over driving investors away from the EU.,negative,0.6055514216423035
Global concern over threat to eurozone,"September 14, 2011",10:20 pm CET,,negative,0.862248420715332
Germany’s choice,"September 14, 2011",10:20 pm CET,,neutral,0.9002823829650879
EU leaders seek to pull Italy back from the brink,"September 14, 2011",10:19 pm CET,,positive,0.40982356667518616
Special meeting called as ‘real battle’ over budget begins,"September 14, 2011",10:19 pm CET,,neutral,0.7779774069786072
Council and MEPs far apart on 2012 budget,"September 14, 2011",10:17 pm CET,,negative,0.7408681511878967
Criticism mounts over the EU’s inefficiency,"September 14, 2011",10:11 pm CET,,negative,0.949964702129364
Barroso announces Eurobonds plans,"September 14, 2011",10:10 pm CET,Paper examining options to be released next month.,neutral,0.9080219268798828
A Stark warning for the ECB?,"September 14, 2011",9:58 pm CET,The importance of the resignation of the European Central Bank’s chief economist is too easily overstated.,neutral,0.5222131609916687
